X Y Z Intensity LaserID T Reflectivity Noise Range 
-1.315902 0.059761 -0.304525 289 57 392831 44 772 1352
-1.312316 0.109743 -0.343664 94 60 392831 13 740 1361
-1.231164 0.056644 -0.334299 132 61 392831 17 697 1277
-27.102993 -0.561397 5.310184 33 11 585905 2463 544 27624
-26.398964 -0.529299 4.173050 94 15 585905 6643 580 26732
-26.684088 -0.514515 3.215079 144 19 585905 10302 742 26882
-25.588087 -0.480873 2.140975 155 23 585905 10149 1052 25682
-46.495689 0.835431 2.621101 70 26 585905 15018 1126 46577
-36.705048 -0.670568 1.731897 109 27 585905 14585 924 36752
-46.231857 0.852484 0.926601 47 30 585905 9785 951 46249
-45.586308 -0.812127 0.473493 60 31 585905 12276 801 45596
-57.034199 1.069595 -0.941932 54 34 585905 17249 692 57052
-47.218788 -0.818127 -1.234179 27 35 585905 5697 746 47242
-76.761627 -1.309893 -4.820719 28 39 585905 15766 1193 76924
-25.423082 2.368442 -2.742231 68 44 585905 4389 742 25680
-1.345675 0.076068 -0.157546 675 45 585905 115 1062 1357
-1.368779 0.027342 -0.173486 626 46 585905 109 1040 1380
-1.362134 -0.022721 -0.186276 491 47 585905 85 856 1375
-1.345026 0.125967 -0.195608 798 48 585905 141 977 1365
-1.385349 0.078748 -0.214066 648 49 585905 116 985 1404
-1.348669 0.026988 -0.221478 495 50 585905 81 905 1367
-1.356491 0.127853 -0.248616 434 52 585905 73 921 1385
-1.346079 0.076987 -0.259369 489 53 585905 82 950 1373
-1.310302 0.124515 -0.291049 213 56 585905 31 798 1348
-1.291725 0.074557 -0.299119 275 57 585905 40 873 1328
-1.276196 0.122510 -0.334574 65 60 585905 7 874 1325
-1.299747 0.075794 -0.353148 152 61 585905 23 766 1349
-26.783701 -0.187690 3.226560 99 19 780912 7097 748 26978
-26.154087 -0.170496 2.187992 99 23 780912 6761 1135 26246
-37.058121 -0.222174 1.748296 117 27 780912 16033 1096 37100
-48.700249 1.496009 0.976368 46 30 780912 10703 1029 48733
-45.568844 -0.252519 0.473243 60 31 780912 12342 757 45572
-57.229733 -0.289169 -1.495634 43 35 780912 13840 665 57250
-77.074707 2.433616 -4.099361 21 38 780912 11966 914 77222
-57.070946 -0.273425 -3.583641 21 39 780912 6613 896 57184
-36.901051 1.176747 -3.311244 20 42 780912 2571 609 37068
-25.392103 2.680244 -2.742231 81 44 780912 5249 738 25680
-1.368422 0.094213 -0.160332 694 45 780912 122 1087 1381
-1.356441 0.043754 -0.171977 669 46 780912 116 1028 1368
-1.374200 -0.006056 -0.187902 503 47 780912 89 911 1387
-1.343379 0.142463 -0.195608 900 48 780912 160 973 1365
-1.348784 0.093287 -0.208577 681 49 780912 116 1017 1368
-1.360072 0.043918 -0.223422 436 50 780912 70 1021 1379
-1.179194 -0.005053 -0.205634 336 51 780912 41 502 1197
-1.366559 0.145741 -0.250770 474 52 780912 82 863 1397
-1.333278 0.092682 -0.257102 458 53 780912 74 914 1361
-1.300927 0.042645 -0.263352 318 54 780912 44 787 1328
-1.320325 0.141836 -0.293639 211 56 780912 30 794 1360
-1.325702 0.092853 -0.307228 313 57 780912 49 850 1364
-1.350473 0.044410 -0.326117 145 58 780912 20 677 1390
-1.286140 0.139413 -0.337604 87 60 780912 11 842 1337
-1.333378 0.094186 -0.362572 152 61 780912 24 701 1385
-45.633842 0.262536 3.817607 44 23 977517 9079 888 45794
-45.999935 0.288729 2.170149 71 27 977517 14882 902 46052
-45.964481 0.309365 0.477356 51 31 977517 10502 841 45968
-37.134583 1.640568 -3.333755 26 42 977517 3485 689 37320
-25.357300 2.991642 -2.742231 47 44 977517 3017 605 25680
-1.379042 0.111964 -0.161725 766 45 977517 139 1062 1393
-1.379588 0.061455 -0.174994 619 46 977517 109 1085 1392
-1.374171 0.010808 -0.187902 526 47 977517 92 886 1387
-1.341529 0.158938 -0.195608 885 48 977517 156 950 1365
-1.347537 0.109832 -0.208577 679 49 977517 114 997 1368
-1.359430 0.060605 -0.223422 421 50 977517 66 1133 1379
-1.285558 0.010268 -0.224188 363 51 977517 53 460 1305
-1.341223 0.159709 -0.246462 498 52 977517 83 796 1373
-1.343785 0.109998 -0.259369 468 53 977517 75 898 1373
-1.347305 0.060724 -0.272871 468 54 977517 78 1023 1376
-1.318485 0.158028 -0.293639 178 56 977517 23 783 1360
-1.324463 0.109115 -0.307228 282 57 977517 42 861 1364
-1.314866 0.059400 -0.317670 269 58 977517 40 873 1354
-1.284333 0.155185 -0.337604 90 60 977517 11 866 1337
-1.320579 0.109584 -0.359431 149 61 977517 22 779 1373
-1.316270 0.059648 -0.371533 137 62 977517 20 766 1369
-46.148731 0.856087 2.177501 28 27 1170014 5735 1168 46208
-46.869011 0.890725 0.486826 64 31 1170014 13792 950 46880
-47.123280 4.377094 -3.794469 67 41 1170014 14847 937 47478
-20.349592 2.654418 -2.204036 177 44 1170014 7489 486 20640
-1.365698 0.127768 -0.160332 831 45 1170014 148 1039 1381
-1.366845 0.077705 -0.173486 621 46 1170014 106 1067 1380
-1.326387 0.026713 -0.181399 492 47 1170014 79 958 1339
-1.351254 0.176930 -0.197328 915 48 1170014 165 893 1377
-1.346088 0.126360 -0.208577 784 49 1170014 134 936 1368
-1.346762 0.076610 -0.221478 493 50 1170014 77 1181 1367
-1.356250 0.027480 -0.236557 308 51 1170014 45 446 1377
-1.327458 0.174616 -0.244308 475 52 1170014 76 607 1361
-1.354066 0.127586 -0.261636 522 53 1170014 87 917 1385
-1.369943 0.078601 -0.277630 471 54 1170014 80 993 1400
-1.197948 0.023896 -0.254901 113 55 1170014 8 569 1225
-1.316447 0.174196 -0.293639 222 56 1170014 31 795 1360
-1.288105 0.122051 -0.299119 291 57 1170014 40 848 1328
-1.314038 0.075531 -0.317670 292 58 1170014 43 861 1354
-1.236294 0.164798 -0.325483 79 60 1170014 8 816 1289
-1.261489 0.120284 -0.343724 152 61 1170014 21 808 1313
-1.292378 0.074467 -0.365020 150 62 1170014 22 791 1345
-49.034145 1.511727 2.314348 47 27 1365951 10975 1094 49112
-46.830566 1.465062 0.486577 37 31 1365951 7953 1126 46856
-21.537754 3.066379 -1.534609 25 40 1365951 1162 297 21809
-30.083658 0.966375 -2.996869 46 43 1365951 4142 660 30248
-1.328469 0.140750 -0.156153 744 45 1365951 124 1033 1345
-1.377665 0.095294 -0.174994 613 46 1365951 107 1061 1392
-1.409141 0.045684 -0.192779 527 47 1365951 97 954 1423
-1.360737 0.195185 -0.199047 758 48 1365951 135 931 1389
-1.356229 0.144122 -0.210406 733 49 1365951 127 915 1380
-1.369347 0.094766 -0.225366 493 50 1365951 81 1162 1391
-1.379442 0.044890 -0.240680 380 51 1365951 62 829 1401
-1.336899 0.192576 -0.246462 717 52 1365951 126 541 1373
-1.340680 0.142943 -0.259369 499 53 1365951 80 858 1373
-1.333676 0.092953 -0.270491 499 54 1365951 82 987 1364
-1.326608 0.042754 -0.282368 237 55 1365951 33 676 1357
-1.302614 0.188658 -0.291049 179 56 1365951 22 925 1348
-1.309761 0.140340 -0.304525 294 57 1365951 42 848 1352
-1.336286 0.093275 -0.323301 258 58 1365951 38 842 1378
-1.363566 0.043968 -0.344100 87 59 1365951 9 584 1407
-1.176731 0.171580 -0.310333 76 60 1365951 7 842 1229
-1.317492 0.141959 -0.359431 143 61 1365951 21 875 1373
-1.314410 0.091933 -0.371533 147 62 1365951 22 732 1369
-76.494087 3.390635 -4.807934 161 39 1561265 28459 266 76720
-36.882252 2.992744 -3.318747 28 42 1561265 3745 676 37152
-30.343906 1.347661 -3.024215 48 43 1561265 4404 660 30524
-13.027642 2.025634 -1.415965 53 44 1561265 913 816 13260
-1.350315 0.159844 -0.158939 853 45 1561265 150 992 1369
-1.376392 0.112193 -0.174994 638 46 1561265 111 1079 1392
-1.372842 0.061380 -0.187902 530 47 1561265 93 1025 1387
-1.323036 0.206378 -0.193888 775 48 1561265 132 934 1353
-1.342582 0.159356 -0.208577 694 49 1561265 116 830 1368
-1.379883 0.112526 -0.227310 532 50 1561265 90 1094 1403
-1.319738 0.059167 -0.230372 276 51 1561265 37 880 1341
-1.311110 0.205314 -0.242154 675 52 1561265 114 416 1349
-1.362228 0.162171 -0.263903 567 53 1561265 97 841 1397
-1.320712 0.108350 -0.268112 423 54 1561265 65 927 1352
-1.361161 0.060596 -0.289859 375 55 1561265 62 912 1393
-1.115009 0.175483 -0.249594 173 56 1561265 15 1473 1156
-1.319549 0.157791 -0.307228 305 57 1561265 45 856 1364
-1.311789 0.107756 -0.317670 285 58 1561265 42 833 1354
-1.316427 0.058627 -0.332361 175 59 1561265 25 808 1359
-1.243346 0.196904 -0.328514 99 60 1561265 11 820 1301
-1.292654 0.155352 -0.353148 140 61 1561265 19 772 1349
-1.278650 0.105214 -0.361763 126 62 1561265 17 738 1333
-1.243409 0.055310 -0.364807 85 63 1561265 11 637 1297
-36.283443 3.392821 -3.268366 54 42 1758212 7114 790 36588
-30.289316 1.717897 -3.020648 53 43 1758212 4805 727 30488
-12.837075 2.157663 -1.398025 59 44 1758212 987 855 13092
-1.383706 0.181041 -0.163119 840 45 1758212 155 1025 1405
-1.374911 0.129075 -0.174994 750 46 1758212 134 1049 1392
-1.348245 0.076869 -0.184650 516 47 1758212 87 963 1363
-1.355537 0.228521 -0.199047 763 48 1758212 136 902 1389
-1.328766 0.174278 -0.206747 654 49 1758212 106 760 1356
-1.354819 0.127236 -0.223422 578 50 1758212 97 1177 1379
-1.366122 0.078055 -0.238618 294 51 1758212 42 893 1389
-1.343410 0.227296 -0.248616 724 52 1758212 129 252 1385
-1.290035 0.169656 -0.250302 228 53 1758212 23 697 1325
-1.366122 0.128971 -0.277630 538 54 1758212 95 953 1400
-1.348596 0.076629 -0.287362 333 55 1758212 54 789 1381
-1.112772 0.189153 -0.249594 494 56 1758212 60 1340 1156
-1.317513 0.173972 -0.307228 326 57 1758212 50 868 1364
-1.310368 0.123846 -0.317670 271 58 1758212 39 818 1354
-1.315609 0.074778 -0.332361 211 59 1758212 32 788 1359
-1.275171 0.218018 -0.337604 83 60 1758212 8 732 1337
-1.279169 0.169681 -0.350006 150 61 1758212 20 785 1337
-1.231270 0.116544 -0.348736 139 62 1758212 18 803 1285
-1.265631 0.071870 -0.371557 97 63 1758212 13 720 1321
-114.272552 12.065481 -6.108538 23 38 1952147 28823 718 115070
-30.337431 2.094398 -3.027781 41 43 1952147 3769 650 30560
-12.750925 2.304421 -1.391618 57 44 1952147 957 884 13032
-1.381380 0.198008 -0.163119 833 45 1952147 153 967 1405
-1.373224 0.145937 -0.174994 738 46 1952147 131 1045 1392
-1.382783 0.095875 -0.189527 564 47 1952147 100 994 1399
-1.329259 0.240902 -0.195608 749 48 1952147 126 995 1365
-1.373484 0.197316 -0.214066 673 49 1952147 116 828 1404
-1.341381 0.142600 -0.221478 547 50 1952147 86 1057 1367
-1.341475 0.093176 -0.234495 282 51 1952147 38 877 1365
-1.421822 0.258549 -0.263695 1405 52 1952147 297 204 1469
-11.248574 1.619992 -2.186220 155 53 1952147 2063 691 11573
-1.364436 0.145726 -0.277630 491 54 1952147 83 997 1400
-1.347555 0.093173 -0.287362 351 55 1952147 57 884 1381
-1.121893 0.204899 -0.252184 567 56 1952147 69 747 1168
-1.257422 0.181763 -0.293713 305 57 1952147 37 781 1304
-1.262354 0.134957 -0.306409 247 58 1952147 31 816 1306
-1.349415 0.093325 -0.341165 181 59 1952147 26 740 1395
-1.276990 0.185365 -0.350006 156 61 1952147 19 823 1337
-1.298651 0.139021 -0.368276 147 62 1952147 20 759 1357
-1.230189 0.085015 -0.361432 88 63 1952147 10 789 1285
-30.261839 2.462654 -3.023026 64 43 2148343 5839 608 30512
-12.663115 2.449392 -1.385211 68 44 2148343 1129 1029 12972
-1.343516 0.209437 -0.158939 800 45 2148343 140 945 1369
-1.394973 0.165584 -0.178011 763 46 2148343 142 1036 1416
-1.357803 0.110901 -0.186276 555 47 2148343 96 1013 1375
-1.314543 0.254935 -0.193888 751 48 2148343 128 1052 1353
-1.370959 0.214156 -0.214066 658 49 2148343 116 787 1404
-1.374806 0.163239 -0.227310 533 50 2148343 91 941 1403
-1.352013 0.110594 -0.236557 338 51 2148343 53 869 1377
-1.349016 0.262451 -0.250770 475 52 2148343 81 537 1397
-11.227847 1.757908 -2.186220 341 53 2148343 4518 658 11573
-1.350866 0.161066 -0.275251 520 54 2148343 90 1004 1388
-1.358008 0.110655 -0.289859 326 55 2148343 54 878 1393
-1.153793 0.225390 -0.259957 549 56 2148343 74 522 1204
-1.243547 0.195365 -0.291010 165 57 2148343 17 548 1292
-1.283768 0.153202 -0.312040 282 58 2148343 40 845 1330
-1.313377 0.107042 -0.332361 167 59 2148343 24 770 1359
-1.308940 0.206435 -0.359431 155 61 2148343 22 789 1373
-1.273911 0.152206 -0.361763 141 62 2148343 20 775 1333
-1.286441 0.104779 -0.378308 70 63 2148343 9 765 1345
-30.655895 6.276862 0.080284 23 32 2341818 2183 312 31292
-30.579760 6.269615 -1.064445 22 36 2341818 2009 277 31234
-13.806521 1.805775 -1.248818 36 42 2341818 676 391 13980
-29.979675 2.810423 -2.998058 238 43 2341818 21710 680 30260
-12.456820 2.568462 -1.365990 48 44 2341818 773 1012 12792
-1.387858 0.233829 -0.164512 825 45 2341818 154 962 1417
-1.392836 0.182690 -0.178011 811 46 2341818 151 1051 1416
-1.380013 0.129781 -0.189527 636 47 2341818 115 1019 1399
-1.334577 0.275855 -0.197328 771 48 2341818 137 929 1377
-1.391616 0.234912 -0.217725 786 49 2341818 148 900 1428
-1.360959 0.178557 -0.225366 597 50 2341818 102 925 1391
-1.338784 0.126069 -0.234495 374 51 2341818 59 940 1365
-1.345693 0.278986 -0.250770 360 52 2341818 57 786 1397
-11.251904 1.903420 -2.195287 315 53 2341818 4235 624 11621
-1.337127 0.176095 -0.272871 423 54 2341818 68 857 1376
-1.309804 0.122925 -0.279871 367 55 2341818 57 831 1345
-1.173882 0.244307 -0.265139 924 56 2341818 136 343 1228
-1.137315 0.193006 -0.266684 96 57 2341818 4 309 1184
-1.316486 0.173517 -0.320486 248 58 2341818 36 839 1366
-1.346719 0.126413 -0.341165 198 59 2341818 31 813 1395
-1.414031 0.295703 -0.376995 62 60 2341818 4 301 1493
-1.260640 0.214704 -0.346865 127 61 2341818 15 765 1325
-1.237596 0.163295 -0.351993 138 62 2341818 18 758 1297
-1.262128 0.118406 -0.371557 94 63 2341818 12 744 1321
-14.389134 3.143028 -1.038952 19 40 2538624 385 272 14765
-13.795154 1.976761 -1.249890 671 42 2538624 12999 467 13992
-30.121042 3.197013 -3.015892 43 43 2538624 3850 397 30440
-12.715741 2.784949 -1.398025 42 44 2538624 711 1097 13092
-1.361428 0.246594 -0.161725 752 45 2538624 135 1020 1393
-1.390489 0.199769 -0.178011 784 46 2538624 146 1094 1416
-1.390140 0.147965 -0.191153 686 47 2538624 128 972 1411
-1.331091 0.292212 -0.197328 812 48 2538624 144 876 1377
-1.388629 0.251972 -0.217725 729 49 2538624 135 918 1428
-1.370386 0.196929 -0.227310 548 50 2538624 94 863 1403
-1.372402 0.146246 -0.240680 403 51 2538624 67 880 1401
-1.342168 0.295479 -0.250770 487 52 2538624 82 816 1397
-11.181324 2.032923 -2.186220 237 53 2538624 3162 567 11573
-1.354884 0.143949 -0.289859 375 55 2538624 64 871 1393
-1.193678 0.263750 -0.270321 915 56 2538624 139 282 1252
-1.123358 0.204850 -0.263981 138 57 2538624 10 321 1172
-1.302713 0.187994 -0.317670 239 58 2538624 35 843 1354
-1.310355 0.139241 -0.332361 183 59 2538624 27 741 1359
-1.228932 0.272777 -0.328514 69 60 2538624 4 305 1301
-1.200948 0.219735 -0.331158 93 61 2538624 9 557 1265
-1.212637 0.175168 -0.345480 108 62 2538624 13 808 1273
-1.294933 0.137534 -0.381683 90 63 2538624 13 747 1357
-15.387426 3.559469 -1.114102 24 40 2735110 571 256 15833
-15.238563 2.943243 -1.244363 54 41 2735110 1284 348 15570
-13.498240 2.103571 -1.225235 30 42 2735110 553 300 13716
-1.381701 0.267819 -0.164512 782 45 2735110 147 968 1417
-1.376171 0.214980 -0.176503 715 46 2735110 131 981 1404
-1.364607 0.162206 -0.187902 686 47 2735110 125 984 1387
-1.338973 0.311213 -0.199047 796 48 2735110 147 794 1389
-1.373790 0.266733 -0.215895 781 49 2735110 147 1006 1416
-1.332768 0.208247 -0.221478 535 50 2735110 89 812 1367
-1.335287 0.158887 -0.234495 286 51 2735110 41 687 1365
-1.326944 0.309247 -0.248616 397 52 2735110 67 772 1385
-1.300339 0.252943 -0.254835 209 53 2735110 26 376 1349
-10.581755 1.658714 -2.167104 309 54 2735110 3684 523 10928
-1.353015 0.160565 -0.289859 311 55 2735110 52 849 1393
-1.156124 0.270374 -0.262548 279 56 2735110 37 436 1216
-1.178137 0.229812 -0.277496 123 57 2735110 13 339 1232
-1.265735 0.198543 -0.309224 187 58 2735110 27 777 1318
-1.308547 0.155311 -0.332361 165 59 2735110 26 813 1359
-1.428955 0.335626 -0.383055 84 60 2735110 15 313 1517
-1.267446 0.198992 -0.361763 111 62 2735110 17 766 1333
-1.293148 0.153415 -0.381683 75 63 2735110 11 763 1357
-30.806807 6.285006 3.231404 90 21 2927824 8878 476 31607
-30.726320 6.294844 0.920467 16 29 2927824 1508 309 31378
-30.871466 6.332439 -0.219464 21 33 2927824 1946 393 31515
-30.522461 6.274175 -1.352875 21 37 2927824 1904 740 31190
-25.842951 6.313154 -1.876587 44 40 2927824 3093 404 26669
-15.224730 3.134847 -1.246281 43 41 2927824 1016 372 15594
-14.756084 2.485441 -1.342077 113 42 2927824 2521 268 15024
-1.366638 0.282343 -0.163119 721 45 2927824 131 941 1405
-1.361691 0.229870 -0.174994 641 46 2927824 112 1056 1392
-1.386090 0.182036 -0.191153 710 47 2927824 132 945 1411
-1.323519 0.324790 -0.197328 818 48 2927824 147 755 1377
-1.347186 0.278765 -0.212236 684 49 2927824 120 971 1392
-1.365141 0.230501 -0.227310 651 50 2927824 116 867 1403
-1.391841 0.182964 -0.244803 540 51 2927824 99 617 1425
-1.368902 0.336789 -0.257232 450 52 2927824 82 734 1433
-1.320214 0.273664 -0.259369 361 53 2927824 56 727 1373
-10.560602 1.788444 -2.167104 349 54 2927824 4125 532 10928
-1.339305 0.175630 -0.287362 317 55 2927824 49 817 1381
-1.255099 0.309812 -0.285867 166 56 2927824 22 734 1324
-1.140887 0.237115 -0.269387 85 57 2927824 6 338 1196
-1.194197 0.202367 -0.292332 61 58 2927824 3 500 1246
-1.260396 0.165305 -0.320622 187 59 2927824 26 876 1311
-1.244407 0.308441 -0.334574 61 60 2927824 7 320 1325
-1.183856 0.246779 -0.328017 38 61 2927824 2 239 1253
-1.219360 0.206806 -0.348736 131 62 2927824 18 820 1285
-1.279750 0.167775 -0.378308 74 63 2927824 10 717 1345
-30.785690 6.675227 3.237538 233 21 3124881 23265 1037 31667
-24.511536 6.307631 -1.785393 207 40 3124881 13257 585 25373
-14.332083 3.134858 -1.176271 52 41 3124881 1102 360 14718
-14.724473 2.666334 -1.342077 105 42 3124881 2358 290 15024
-14.309870 2.053926 -1.439385 28 43 3124881 572 566 14528
-9.346596 2.410756 -1.036666 117 44 3124881 1090 966 9708
-1.363071 0.299092 -0.163119 734 45 3124881 135 929 1405
-1.370481 0.248688 -0.176503 698 46 3124881 126 974 1404
-1.395520 0.200725 -0.192779 688 47 3124881 130 866 1423
-1.319434 0.341008 -0.197328 788 48 3124881 142 594 1377
-1.366830 0.300367 -0.215895 676 49 3124881 125 830 1416
-1.362209 0.247236 -0.227310 544 50 3124881 94 1038 1403
-1.377790 0.198346 -0.242741 582 51 3124881 106 583 1413
-1.296100 0.335798 -0.244308 186 52 3124881 24 355 1361
-1.316756 0.289845 -0.259369 397 53 3124881 64 872 1373
-10.537860 1.917904 -2.167104 339 54 3124881 4017 535 10928
-1.290577 0.185377 -0.277374 262 55 3124881 37 907 1333
-1.307903 0.339928 -0.298821 119 56 3124881 17 767 1384
-1.160725 0.256137 -0.274793 103 57 3124881 10 351 1220
-1.524437 0.277614 -0.373978 60 58 3124881 6 486 1594
-1.304342 0.187378 -0.332361 174 59 3124881 26 758 1359
-1.386583 0.361798 -0.373965 78 60 3124881 13 325 1481
-1.282510 0.283809 -0.356289 41 61 3124881 4 232 1361
-1.273543 0.232108 -0.365020 94 62 3124881 13 739 1345
-1.186406 0.170372 -0.351306 88 63 3124881 11 754 1249
-30.596750 7.028460 3.226497 90 21 3321585 8887 1241 31559
-133.510788 20.790565 -3.531158 17 35 3321585 29403 450 135166
-14.168416 2.210133 -0.900422 33 39 3321585 658 593 14368
-22.595026 6.111045 -1.651134 259 40 3321585 14199 590 23465
-13.221757 2.063646 -1.332382 68 43 3321585 1204 739 13448
-1.358868 0.368334 -0.151207 112 44 3321585 8 910 1416
-1.370907 0.318494 -0.164512 789 45 3321585 149 898 1417
-1.355639 0.263218 -0.174994 646 46 3321585 113 1049 1392
-1.369458 0.214161 -0.189527 588 47 3321585 106 909 1399
-1.349532 0.366511 -0.202487 743 48 3321585 140 372 1413
-1.374593 0.319805 -0.217725 681 49 3321585 126 761 1428
-1.347448 0.261676 -0.225366 558 50 3321585 95 1087 1391
-1.398611 0.218895 -0.246864 525 51 3321585 98 551 1437
-1.269100 0.345476 -0.240000 218 52 3321585 28 236 1337
-1.370483 0.319353 -0.270704 430 53 3321585 77 840 1433
-10.467351 2.038084 -2.157585 199 54 3321585 2341 488 10880
-1.265011 0.197578 -0.272380 156 55 3321585 17 1040 1309
-1.258421 0.343607 -0.288458 128 56 3321585 16 761 1336
-1.214421 0.283658 -0.288307 92 57 3321585 8 396 1280
-1.255959 0.196187 -0.320622 173 59 3321585 24 793 1311
-1.229736 0.192025 -0.364807 87 63 3321585 11 735 1297
-30.768284 6.302531 1.770229 16 26 3516952 1502 325 31457
-30.710020 6.305677 0.628239 26 30 3516952 2485 314 31357
-30.689449 6.311502 -0.517359 33 34 3516952 3183 528 31336
-30.856232 6.363205 -1.674845 26 38 3516952 2485 465 31550
-14.033938 2.365916 -0.893654 90 39 3516952 1815 661 14260
-8.872022 2.516760 -0.650532 35 40 3516952 295 408 9245
-13.879022 3.394699 -1.145581 43 41 3516952 864 454 14334
-13.261713 2.739188 -1.214516 43 42 3516952 785 292 13596
-13.207211 2.227728 -1.333571 56 43 3516952 988 743 13460
-1.355320 0.332453 -0.163119 767 45 3516952 143 888 1405
-1.363965 0.282246 -0.176503 613 46 3516952 110 1015 1404
-1.390173 0.234912 -0.192779 588 47 3516952 110 902 1423
