X Y Z Intensity LaserID T Reflectivity Noise Range 
-45.865177 3.114007 -3.242810 25 40 196555 5094 693 46085
-37.355808 1.168162 -2.996542 30 41 196555 4146 289 37494
-26.637205 -1.106591 -2.654461 183 43 196555 13090 304 26792
-23.069036 1.579212 -2.483385 63 44 196555 3372 652 23256
-1.347137 0.043021 -0.157546 732 45 196555 127 1091 1357
-1.357133 -0.006203 -0.171977 609 46 196555 104 1043 1368
-1.396804 -0.057612 -0.191153 665 47 196555 126 885 1411
-1.312168 0.090470 -0.190449 820 48 196555 139 1078 1329
-1.339450 0.043197 -0.206747 664 49 196555 113 964 1356
-1.313401 -0.005957 -0.215645 487 50 196555 76 852 1331
-1.323891 0.092068 -0.242154 412 52 196555 67 846 1349
-1.324008 0.043161 -0.254835 403 53 196555 64 772 1349
-1.312963 0.092321 -0.291049 204 56 196555 32 859 1348
-1.304851 0.043221 -0.301822 193 57 196555 29 558 1340
-1.290400 0.091979 -0.337604 106 60 196555 16 916 1337
-1.312791 0.044264 -0.356289 65 61 196555 9 436 1361
-50.991192 -1.584423 4.267777 72 23 391562 18730 983 51194
-41.642239 -1.272104 1.965443 81 27 391562 13922 918 41708
-43.473976 -1.308314 0.451685 88 31 391562 16549 752 43496
-35.777367 1.531575 -0.249381 78 33 391562 9817 743 35811
-35.770374 0.231779 -0.590664 32 34 391562 4011 191 35776
-34.149906 1.476238 -1.484042 151 37 391562 17545 1166 34214
-25.407005 -0.745519 -1.596044 35 39 391562 2182 272 25468
-26.780073 -0.783470 -2.667539 170 43 391562 12272 196 26924
-22.928995 1.852577 -2.470571 89 44 391562 4716 564 23136
-1.346508 0.059549 -0.157546 663 45 391562 112 1119 1357
-1.369011 0.010543 -0.173486 583 46 391562 101 1003 1380
-1.361753 -0.039435 -0.186276 648 47 391562 116 867 1375
-1.310959 0.106565 -0.190449 854 48 391562 144 1022 1329
-1.362515 0.060686 -0.210406 670 49 391562 117 980 1380
-1.337058 0.010344 -0.219533 556 50 391562 92 857 1355
-1.334427 0.109270 -0.244308 501 52 391562 84 796 1361
-1.323379 0.059406 -0.254835 382 53 391562 58 806 1349
-1.323408 0.109391 -0.293639 169 56 391562 24 841 1360
-1.315902 0.059761 -0.304525 283 57 391562 44 876 1352
-1.289174 0.107807 -0.337604 90 60 391562 12 911 1337
-1.277441 0.058773 -0.346865 141 61 391562 21 784 1325
-49.528645 -0.904843 2.336968 36 27 585139 8611 920 49592
-36.252296 -0.645840 0.376543 203 31 585139 26548 931 36260
-35.923618 1.979748 -0.250551 59 33 585139 7541 892 35979
-35.656872 0.668694 -0.588881 39 34 585139 4774 285 35668
-35.984612 1.998228 -1.564720 74 37 585139 9516 562 36074
-34.015633 0.656326 -1.808620 37 38 585139 4219 306 34070
-35.989227 3.332522 -2.549566 230 40 585139 30049 244 36233
-37.208401 2.078562 -2.987911 50 41 585139 6786 743 37386
-31.451689 0.616739 -2.821364 20 42 585139 1945 519 31584
-26.680218 -0.452954 -2.656838 78 43 585139 5552 322 26816
-22.928295 2.136025 -2.473134 352 44 585139 18797 872 23160
-1.369475 0.077414 -0.160332 695 45 585139 123 1098 1381
-1.368779 0.027342 -0.173486 629 46 585139 110 1098 1380
-1.338359 -0.022324 -0.183025 502 47 585139 84 921 1351
-1.309553 0.122645 -0.190449 800 48 585139 134 1059 1329
-1.361668 0.077402 -0.210406 647 49 585139 111 1035 1380
-1.348669 0.026988 -0.221478 501 50 585139 82 902 1367
-1.356491 0.127853 -0.248616 420 52 585139 70 856 1385
-1.369609 0.078333 -0.263903 478 53 585139 82 910 1397
-1.263644 0.120081 -0.280685 202 56 585139 27 923 1300
-1.326742 0.076578 -0.307228 314 57 585139 49 956 1364
-1.287754 0.123620 -0.337604 77 60 585139 9 936 1337
-1.322871 0.077142 -0.359431 152 61 585139 24 892 1373
-59.113197 -0.354400 2.788792 27 27 781123 9257 987 59180
-35.513542 -0.196797 0.368817 251 31 781123 31488 849 35516
-34.064899 1.075591 -1.811805 111 38 781123 12866 409 34130
-25.788916 -0.123554 -1.619356 75 39 781123 4968 991 25840
-36.124195 3.792662 -2.562231 3095 40 781123 39209 1640 36413
-37.347164 2.546402 -3.001337 35 41 781123 4833 545 37554
-31.346184 0.999606 -2.812788 41 42 781123 4003 648 31488
-22.888489 2.415977 -2.471852 74 44 781123 3919 675 23148
-1.380313 0.095032 -0.161725 709 45 781123 127 1083 1393
-1.344543 0.043370 -0.170468 644 46 781123 109 1095 1356
-1.338532 -0.005899 -0.183025 496 47 781123 83 931 1351
-1.319759 0.139958 -0.192169 880 48 781123 151 972 1341
-1.336952 0.092469 -0.206747 658 49 781123 109 1041 1356
-1.348236 0.043536 -0.221478 458 50 781123 74 1168 1367
-1.226480 -0.005255 -0.213880 340 51 781123 45 545 1245
-1.307866 0.139482 -0.240000 481 52 781123 77 883 1337
-1.356789 0.094317 -0.261636 440 53 781123 73 928 1385
-1.300927 0.042645 -0.263352 331 54 781123 48 855 1328
-1.308675 0.140585 -0.291049 214 56 781123 31 876 1348
-1.314039 0.092036 -0.304525 288 57 781123 44 891 1352
-1.350473 0.044410 -0.326117 128 58 781123 17 611 1390
-1.297684 0.140664 -0.340634 87 60 781123 11 980 1349
-1.321825 0.093370 -0.359431 148 61 781123 23 885 1373
-39.603062 0.151806 7.757667 57 11 974650 9085 1062 40356
-35.333298 0.237812 0.366948 57 31 974650 7008 331 35336
-35.881451 1.554461 -0.593042 56 34 974650 7109 680 35920
-34.305393 0.247659 -0.896544 58 35 974650 6690 368 34318
-34.120968 1.496690 -1.815627 124 38 974650 14400 795 34202
-35.884712 4.213342 -2.548721 302 40 974650 39439 276 36221
-31.152451 1.376284 -2.796709 66 42 974650 6377 684 31308
-26.754940 0.202490 -2.663972 62 43 974650 4399 593 26888
-22.940062 2.706458 -2.480822 77 44 974650 4110 674 23232
-1.367163 0.110999 -0.160332 750 45 974650 133 1092 1381
-1.355802 0.060396 -0.171977 648 46 974650 111 1066 1368
-1.362282 0.010714 -0.186276 485 47 974650 83 903 1375
-1.329736 0.157541 -0.193888 892 48 974650 156 958 1353
-1.394819 0.113686 -0.215895 696 49 974650 126 1011 1416
-1.359430 0.060605 -0.223422 423 50 974650 66 1131 1379
-1.332843 0.010646 -0.232434 333 51 974650 51 464 1353
-1.329501 0.158313 -0.244308 480 52 974650 78 876 1361
-1.332040 0.109037 -0.257102 483 53 974650 77 959 1361
-1.347305 0.060724 -0.272871 453 54 974650 75 991 1376
-1.306852 0.156634 -0.291049 210 56 974650 29 864 1348
-1.301158 0.107195 -0.301822 297 57 974650 43 941 1340
-1.314866 0.059400 -0.317670 286 58 974650 43 925 1354
-1.284333 0.155185 -0.337604 113 60 974650 15 882 1337
-1.262870 0.104795 -0.343724 153 61 974650 21 882 1313
-1.247043 0.056511 -0.351993 125 62 974650 16 809 1297
-35.279728 0.670476 0.366449 61 31 1168635 7502 317 35288
-122.198433 15.768344 0.316117 267 32 1168635 10487 700 123212
-35.187302 0.685921 -0.919743 18 35 1168635 2136 319 35206
-36.002342 2.022141 -1.916914 40 38 1168635 5123 543 36110
-34.046291 0.672596 -2.138252 29 39 1168635 3287 319 34120
-37.118591 3.447798 -2.988870 33 41 1168635 4510 317 37398
-31.169016 1.760491 -2.799925 145 42 1168635 14107 854 31344
-26.631056 0.528430 -2.652083 57 43 1168635 4041 646 26768
-22.964279 2.995480 -2.487229 71 44 1168635 3778 618 23292
-1.365698 0.127768 -0.160332 804 45 1168635 143 1060 1381
-1.366845 0.077705 -0.173486 585 46 1168635 99 1098 1380
-1.409596 0.028388 -0.192779 535 47 1168635 99 940 1423
-1.351254 0.176930 -0.197328 864 48 1168635 155 928 1377
-1.369704 0.128577 -0.212236 854 49 1168635 154 980 1392
-1.358584 0.077283 -0.223422 442 50 1168635 68 1182 1379
-1.368069 0.027719 -0.238618 303 51 1168635 45 477 1389
-1.362571 0.179235 -0.250770 500 52 1168635 86 673 1397
-1.354066 0.127586 -0.261636 520 53 1168635 86 908 1385
-1.369943 0.078601 -0.277630 472 54 1168635 80 1021 1400
-1.221418 0.024364 -0.259895 121 55 1168635 10 600 1249
-1.258368 0.166511 -0.280685 239 56 1168635 31 845 1300
-1.323024 0.125360 -0.307228 345 57 1168635 55 907 1364
-1.302392 0.074862 -0.314855 277 58 1168635 40 934 1342
-1.190257 0.158661 -0.313363 81 60 1168635 8 938 1241
-1.307606 0.124682 -0.356289 122 61 1168635 17 893 1361
-1.292378 0.074467 -0.365020 144 62 1168635 21 897 1345
-39.530800 4.064803 7.045723 35 13 1364261 5542 1034 40359
-35.292831 1.104112 0.366698 299 31 1364261 37147 1393 35312
-121.983849 17.265038 0.316086 208 32 1364261 51521 731 123200
-35.068329 1.114243 -0.916921 40 35 1364261 4779 369 35098
-33.999565 1.089195 -2.135996 61 39 1364261 7004 312 34084
-37.073486 3.903041 -2.988870 22 41 1364261 2943 341 37398
-31.288151 2.152695 -2.812788 32 42 1364261 3115 643 31488
-26.527086 0.852127 -2.642571 59 43 1364261 4149 654 26672
-22.618696 3.233165 -2.453912 330 44 1364261 17215 808 22980
-1.340322 0.142006 -0.157546 780 45 1364261 133 1035 1357
-1.377665 0.095294 -0.174994 648 46 1364261 114 1116 1392
-1.349725 0.043758 -0.184650 514 47 1364261 87 1007 1363
-1.313713 0.188440 -0.192169 759 48 1364261 126 954 1341
-1.344436 0.142869 -0.208577 742 49 1364261 126 916 1368
-1.357534 0.093949 -0.223422 502 50 1364261 81 1196 1379
-1.367626 0.044506 -0.238618 379 51 1364261 61 809 1389
-1.348584 0.194259 -0.248616 752 52 1364261 135 636 1385
-1.317245 0.140444 -0.254835 472 53 1364261 72 892 1349
-1.357142 0.094588 -0.275251 468 54 1364261 78 1066 1388
-1.279683 0.041241 -0.272380 240 55 1364261 31 699 1309
-1.302614 0.188658 -0.291049 171 56 1364261 20 1087 1348
-1.321386 0.141586 -0.307228 303 57 1364261 44 960 1364
-1.347923 0.094088 -0.326117 258 58 1364261 39 905 1390
-1.293788 0.041718 -0.326491 61 59 1364261 4 450 1335
-1.314606 0.191684 -0.346694 83 60 1364261 10 933 1373
-1.271433 0.136996 -0.346865 140 61 1364261 19 883 1325
-1.210716 0.084680 -0.342223 151 62 1364261 19 856 1261
-35.995903 1.568468 0.374175 283 31 1559066 36556 1202 36032
-35.878925 1.580938 -0.938553 59 35 1559066 7538 645 35926
-34.270790 1.519068 -2.154045 79 39 1559066 9182 378 34372
-45.014862 6.973495 -3.213256 72 40 1559066 14858 432 45665
-37.034679 4.359094 -2.989829 29 41 1559066 3916 348 37410
-31.092598 2.522953 -2.797781 40 42 1559066 3874 634 31320
-26.502705 1.177062 -2.641382 43 43 1559066 3009 653 26660
-22.565527 3.508654 -2.452631 67 44 1559066 3493 552 22968
-1.373987 0.162646 -0.161725 841 45 1559066 152 1035 1393
-1.388257 0.113160 -0.176503 689 46 1559066 123 1051 1404
-1.372842 0.061380 -0.187902 517 47 1559066 90 1069 1387
-1.323036 0.206378 -0.193888 826 48 1559066 141 977 1353
-1.354359 0.160754 -0.210406 741 49 1559066 127 829 1380
-1.344476 0.109638 -0.221478 556 50 1559066 89 1136 1367
-1.343358 0.060226 -0.234495 240 51 1559066 31 845 1365
-1.322773 0.207141 -0.244308 717 52 1559066 123 497 1361
-1.362228 0.162171 -0.263903 566 53 1559066 96 874 1397
-1.344157 0.110274 -0.272871 434 54 1559066 69 1091 1376
-1.361161 0.060596 -0.289859 395 55 1559066 66 990 1393
-1.138158 0.179126 -0.254775 180 56 1559066 17 1529 1180
-1.307940 0.156402 -0.304525 284 57 1559066 40 927 1352
-1.323415 0.108711 -0.320486 265 58 1559066 39 970 1366
-1.316427 0.058627 -0.332361 205 59 1559066 30 861 1359
-1.220409 0.193272 -0.322453 109 60 1559066 12 980 1277
-1.281155 0.153971 -0.350006 149 61 1559066 20 864 1337
-1.324693 0.109003 -0.374790 135 62 1559066 20 839 1381
-1.289426 0.057357 -0.378308 78 63 1559066 10 667 1345
-36.069790 2.015430 0.375172 40 31 1754642 5097 570 36128
-38.719322 3.608327 -2.067252 21 38 1754642 3019 356 38942
-36.883507 4.800887 -2.982156 24 41 1754642 3208 571 37314
-30.809393 2.880949 -2.775270 47 42 1754642 4486 637 31068
-26.629324 1.510316 -2.655649 57 43 1754642 3998 616 26804
-22.509005 3.783326 -2.451349 42 44 1754642 2158 466 22956
-1.383706 0.181041 -0.163119 870 45 1754642 161 959 1405
-1.374911 0.129075 -0.174994 696 46 1754642 123 1070 1392
-1.371985 0.078222 -0.187902 561 47 1754642 98 1030 1387
-1.320404 0.222598 -0.193888 755 48 1754642 128 965 1353
-1.352284 0.177362 -0.210406 740 49 1754642 128 752 1380
-1.366609 0.128343 -0.225366 605 50 1754642 103 1212 1391
-1.366122 0.078055 -0.238618 316 51 1754642 46 971 1389
-1.366690 0.231235 -0.252924 763 52 1754642 142 275 1409
-1.290035 0.169656 -0.250302 239 53 1754642 24 637 1325
-1.319283 0.124549 -0.268112 486 54 1754642 78 1003 1352
-1.360315 0.077295 -0.289859 345 55 1754642 58 864 1393
-1.112772 0.189153 -0.249594 491 56 1754642 59 1422 1156
-1.317513 0.173972 -0.307228 328 57 1754642 50 957 1364
-1.310368 0.123846 -0.317670 274 58 1754642 40 913 1354
-1.280758 0.072797 -0.323557 205 59 1754642 29 861 1323
-1.229391 0.210191 -0.325483 70 60 1754642 5 822 1289
-1.267688 0.168158 -0.346865 134 61 1754642 17 872 1325
-1.288761 0.121985 -0.365020 125 62 1754642 17 847 1345
-1.300122 0.073829 -0.381683 97 63 1754642 13 783 1357
-36.383671 5.190636 -2.946671 93 41 1950628 12455 965 36870
-30.700407 3.251259 -2.768839 33 42 1950628 3120 636 30996
-26.477747 1.827938 -2.642571 74 43 1950628 5168 616 26672
-1.381380 0.198008 -0.163119 818 45 1950628 149 982 1405
-1.396900 0.148453 -0.178011 786 46 1950628 146 1075 1416
-1.370922 0.095053 -0.187902 569 47 1950628 99 1017 1387
-1.340945 0.243020 -0.197328 745 48 1950628 126 1055 1377
-1.385223 0.199003 -0.215895 723 49 1950628 128 741 1416
-1.364931 0.145104 -0.225366 573 50 1950628 95 1097 1391
-1.329682 0.092357 -0.232434 299 51 1950628 40 906 1353
-1.433437 0.260661 -0.265849 1422 52 1950628 305 214 1481
-10.677057 1.537684 -2.075143 122 53 1950628 1459 585 10985
-1.364436 0.145726 -0.277630 477 54 1950628 79 1020 1400
-1.324136 0.091553 -0.282368 327 55 1950628 50 859 1357
-1.167998 0.213320 -0.262548 544 56 1950628 71 828 1216
-1.292136 0.186781 -0.301822 316 57 1950628 41 942 1340
-1.331947 0.142397 -0.323301 249 58 1950628 34 945 1378
-1.326200 0.091719 -0.335296 180 59 1950628 25 870 1371
-1.276990 0.185365 -0.350006 180 61 1950628 23 806 1337
-1.310135 0.140250 -0.371533 133 62 1950628 17 901 1369
-1.230189 0.085015 -0.361432 104 63 1950628 13 790 1285
-39.187016 4.521184 6.610360 22 14 2143542 3415 536 39997
-28.981092 2.348246 -0.759860 22 35 2143542 1766 590 29086
-36.674557 2.981287 -2.310466 32 39 2143542 4184 1523 36868
-36.411797 5.651405 -2.954344 33 41 2143542 4328 729 36966
-30.800627 3.644609 -2.781702 46 42 2143542 4373 680 31140
-26.274797 2.138196 -2.624738 399 43 2143542 27786 1047 26492
-19.293386 3.731868 -2.110493 35 44 2143542 1342 535 19764
-1.378846 0.214945 -0.163119 762 45 2143542 139 1026 1405
-1.383151 0.164181 -0.176503 772 46 2143542 142 1073 1404
-1.405202 0.114773 -0.192779 532 47 2143542 99 950 1423
-1.314543 0.254935 -0.193888 735 48 2143542 125 1017 1353
-1.335806 0.208665 -0.208577 654 49 2143542 109 819 1368
-1.339530 0.159051 -0.221478 605 50 2143542 100 920 1367
-1.352013 0.110594 -0.236557 369 51 2143542 59 959 1377
-1.372191 0.266960 -0.255078 518 52 2143542 93 549 1421
-10.703952 1.675883 -2.084210 327 53 2143542 3942 602 11033
-1.327508 0.158281 -0.270491 479 54 2143542 78 994 1364
-1.322913 0.107796 -0.282368 352 55 2143542 57 876 1357
-1.119294 0.218651 -0.252184 589 56 2143542 75 532 1168
-1.243547 0.195365 -0.291010 184 57 2143542 20 610 1292
-1.272185 0.151820 -0.309224 266 58 2143542 37 952 1318
-1.336571 0.108932 -0.338230 187 59 2143542 29 898 1383
-1.297500 0.204630 -0.356289 152 61 2143542 22 870 1361
-1.273911 0.152206 -0.361763 139 62 2143542 19 823 1333
-1.343828 0.109453 -0.395184 87 63 2143542 13 828 1405
-71.159943 6.645781 -1.867753 63 35 2338289 31542 1416 71494
-60.887245 7.944076 -3.264222 859 38 2338289 60331 591 61490
-36.432499 3.412131 -2.297681 74 39 2338289 9777 377 36664
-30.848392 4.034706 -2.790277 47 42 2338289 4442 631 31236
-26.151470 2.451551 -2.615226 48 43 2338289 3246 623 26396
-19.222767 3.963527 -2.107930 44 44 2338289 1668 598 19740
-1.352598 0.227889 -0.160332 803 45 2338289 143 985 1381
-1.404640 0.184239 -0.179520 837 46 2338289 160 1018 1428
-1.368176 0.128668 -0.187902 586 47 2338289 104 983 1387
-1.334577 0.275855 -0.197328 782 48 2338289 140 958 1377
-1.368228 0.230964 -0.214066 748 49 2338289 135 944 1404
-1.349218 0.177017 -0.223422 590 50 2338289 100 899 1379
-1.291706 0.121636 -0.226249 325 51 2338289 46 933 1317
-1.334134 0.276589 -0.248616 397 52 2338289 62 856 1385
-10.670961 1.805145 -2.081943 329 53 2338289 3967 510 11021
-1.325466 0.174560 -0.270491 400 54 2338289 63 917 1364
-1.321490 0.124022 -0.282368 354 55 2338289 59 887 1357
-1.162411 0.241919 -0.262548 949 56 2338289 137 375 1216
-1.137315 0.193006 -0.266684 118 57 2338289 8 363 1184
-1.328052 0.175042 -0.323301 264 58 2338289 42 967 1378
-1.311965 0.123151 -0.332361 203 59 2338289 32 890 1359
-1.368570 0.286196 -0.364875 93 60 2338289 11 586 1445
-1.260640 0.214704 -0.346865 136 61 2338289 17 836 1325
-1.249047 0.164806 -0.355250 128 62 2338289 17 804 1309
-1.285058 0.120557 -0.378308 76 63 2338289 10 849 1345
-100.835159 18.160597 -4.448308 171 37 2534173 48226 521 102554
-60.820766 8.695746 -3.266133 44 38 2534173 16262 696 61526
-36.090145 3.827381 -2.278881 23 39 2534173 2932 441 36364
-30.358805 4.350232 -2.750615 118 42 2534173 11074 945 30792
-26.131290 2.773545 -2.616415 52 43 2534173 3573 664 26408
-1.349700 0.244470 -0.160332 734 45 2534173 129 977 1381
-1.378706 0.198076 -0.176503 819 46 2534173 151 1077 1404
-1.378317 0.146707 -0.189527 675 47 2534173 123 1038 1399
-1.342691 0.294758 -0.199047 797 48 2534173 144 940 1389
-1.353621 0.245620 -0.212236 754 49 2534173 133 998 1392
-1.370386 0.196929 -0.227310 568 50 2534173 99 859 1403
-1.360647 0.144994 -0.238618 377 51 2534173 60 876 1389
-1.353697 0.298017 -0.252924 486 52 2534173 83 829 1409
-10.578443 1.923311 -2.068342 263 53 2534173 3137 498 10949
-1.354884 0.143949 -0.289859 377 55 2534173 64 915 1393
-1.193678 0.263750 -0.270321 913 56 2534173 138 259 1252
-1.157864 0.211143 -0.272090 147 57 2534173 12 317 1208
-1.302713 0.187994 -0.317670 269 58 2534173 40 940 1354
-1.345066 0.142930 -0.341165 202 59 2534173 33 911 1395
-1.376290 0.305485 -0.367905 68 60 2534173 5 561 1457
-1.269302 0.232242 -0.350006 75 61 2534173 6 703 1337
-1.326947 0.191680 -0.378046 128 62 2534173 19 855 1393
-1.226226 0.130237 -0.361432 102 63 2534173 13 806 1285
-100.734200 19.421598 -4.454033 646 37 2729790 20281 835 102686
-36.361576 4.308020 -2.299185 78 39 2729790 10419 1566 36688
-30.338562 4.727974 -2.753831 45 42 2729790 4162 715 30828
-26.356161 3.124938 -2.642571 64 43 2729790 4495 669 26672
-1.358299 0.263282 -0.161725 725 45 2729790 130 977 1393
-1.376171 0.214980 -0.176503 722 46 2729790 131 1117 1404
-1.400025 0.166416 -0.192779 727 47 2729790 139 941 1423
-1.327405 0.308524 -0.197328 800 48 2729790 143 896 1377
-1.362148 0.264472 -0.214066 731 49 2729790 132 946 1404
-1.379566 0.215559 -0.229254 579 50 2729790 104 869 1415
-1.323548 0.157490 -0.232434 286 51 2729790 40 612 1353
-1.326944 0.309247 -0.248616 431 52 2729790 74 778 1385
-1.288771 0.250693 -0.252569 212 53 2729790 25 420 1337
-10.058864 1.576750 -2.060018 268 54 2729790 2879 605 10388
-1.329704 0.157799 -0.284865 374 55 2729790 62 859 1369
-1.201761 0.281046 -0.272912 268 56 2729790 37 430 1264
-1.178137 0.229812 -0.277496 154 57 2729790 17 349 1232
-1.300308 0.203966 -0.317670 200 58 2729790 30 806 1354
-1.285438 0.152568 -0.326491 191 59 2729790 29 898 1335
-1.349831 0.317041 -0.361845 64 60 2729790 9 611 1433
-1.267446 0.198992 -0.361763 139 62 2729790 21 889 1333
-1.224536 0.145275 -0.361432 96 63 2729790 13 848 1285
-26.209270 3.434171 -2.631871 56 43 2922335 3906 651 26564
-1.354966 0.279931 -0.161725 700 45 2922335 125 979 1393
-1.396907 0.235815 -0.179520 668 46 2922335 123 1052 1428
-1.433242 0.188229 -0.197656 763 47 2922335 153 982 1459
-1.323519 0.324790 -0.197328 805 48 2922335 145 818 1377
-1.335572 0.276362 -0.210406 687 49 2922335 119 945 1380
-1.376817 0.232473 -0.229254 623 50 2922335 111 851 1415
-1.380120 0.181424 -0.242741 553 51 2922335 99 594 1413
-1.345976 0.331148 -0.252924 432 52 2922335 76 667 1409
-1.343291 0.278448 -0.263903 358 53 2922335 58 713 1397
-10.003967 1.694177 -2.052879 333 54 2922335 3515 575 10352
-1.350943 0.177156 -0.289859 350 55 2922335 59 901 1393
-1.277850 0.315428 -0.291049 145 56 2922335 19 798 1348
-1.186675 0.246632 -0.280199 89 57 2922335 7 296 1244
-1.283469 0.168331 -0.326491 199 59 2922335 29 966 1335
-1.390919 0.344755 -0.373965 70 60 2922335 11 539 1481
-1.173812 0.199081 -0.335710 103 62 2922335 12 834 1237
-1.314003 0.172266 -0.388433 59 63 2922335 8 828 1381
-137.122131 29.945095 -6.093619 23 37 3120221 43653 332 140486
-19.581667 3.545884 -1.784791 431 42 3120221 17144 1100 19980
-25.905119 3.718217 -2.605715 70 43 3120221 4764 706 26300
-1.386354 0.304201 -0.165905 747 45 3120221 142 902 1429
-1.382194 0.250813 -0.178011 670 46 3120221 122 1081 1416
-1.371983 0.197339 -0.189527 693 47 3120221 127 933 1399
-1.342430 0.346951 -0.200767 769 48 3120221 143 686 1401
-1.343664 0.295276 -0.212236 729 49 3120221 130 930 1392
-1.373860 0.249351 -0.229254 544 50 3120221 96 1097 1415
-1.377790 0.198346 -0.242741 586 51 3120221 107 568 1413
-1.284672 0.332837 -0.242154 210 52 3120221 28 384 1349
-1.339773 0.294911 -0.263903 395 53 3120221 65 904 1397
-9.993996 1.818920 -2.055258 356 54 3120221 3790 595 10364
-1.302195 0.187046 -0.279871 259 55 3120221 37 941 1345
-1.285223 0.334033 -0.293639 126 56 3120221 17 848 1360
-1.160725 0.256137 -0.274793 85 57 3120221 7 332 1220
-1.327376 0.190687 -0.338230 167 59 3120221 26 933 1383
-1.319173 0.344209 -0.355784 97 60 3120221 16 421 1409
-1.262181 0.230037 -0.361763 82 62 3120221 11 818 1333
-1.254798 0.180193 -0.371557 78 63 3120221 11 780 1321
-21.049444 4.072204 -1.139744 21 38 3314566 924 340 21470
-44.491928 12.033277 -3.251254 25 40 3314566 5067 722 46205
-19.513212 3.781366 -1.782647 1510 42 3314566 5802 660 19956
-25.999119 4.057930 -2.619982 64 43 3314566 4430 650 26444
-1.370907 0.318494 -0.164512 807 45 3314566 152 845 1417
-1.379012 0.267756 -0.178011 641 46 3314566 116 1070 1416
-1.381205 0.215998 -0.191153 629 47 3314566 116 954 1411
-1.338071 0.363399 -0.200767 781 48 3314566 145 495 1401
-1.339939 0.311743 -0.212236 674 49 3314566 119 794 1392
-1.359073 0.263934 -0.227310 543 50 3314566 93 1097 1403
-1.386931 0.217067 -0.244803 523 51 3314566 96 523 1425
-1.326053 0.360980 -0.250770 222 52 3314566 31 243 1397
-1.336053 0.311330 -0.263903 430 53 3314566 72 851 1397
-9.959377 1.939177 -2.052879 225 54 3314566 2401 452 10352
-1.322995 0.206634 -0.284865 176 55 3314566 22 1056 1369
-1.269724 0.346693 -0.291049 132 56 3314566 17 762 1348
-1.191650 0.278339 -0.282902 91 57 3314566 7 386 1256
-1.290448 0.201574 -0.329426 174 59 3314566 25 904 1347
-1.113283 0.305126 -0.301243 47 60 3314566 4 403 1193
-1.335312 0.312731 -0.371996 42 61 3314566 4 530 1421
-1.179909 0.230038 -0.338966 47 62 3314566 4 561 1249
-1.218359 0.190248 -0.361432 75 63 3314566 9 803 1285
-39.375122 9.570413 2.679360 31 25 3510252 4973 904 40610
-44.801548 12.709025 -3.285029 23 40 3510252 4740 605 46685
-19.336584 3.993944 -1.770856 124 42 3510252 4833 234 19824
-22.332550 3.766945 -2.254984 19 43 3510252 944 435 22760
-1.343744 0.329614 -0.161725 729 45 3510252 132 921 1393
-1.387280 0.287071 -0.179520 681 46 3510252 128 1106 1428
-1.390173 0.234912 -0.192779 563 47 3510252 105 1006 1423
-1.287823 0.366779 -0.193888 532 48 3510252 90 181 1353
-1.370565 0.336649 -0.217725 661 49 3510252 124 696 1428
-1.355731 0.280592 -0.227310 528 50 3510252 92 1084 1403
-1.419132 0.239984 -0.250987 643 51 3510252 128 440 1461
-1.287469 0.367504 -0.244308 152 52 3510252 20 184 1361
