X Y Z Intensity LaserID T Reflectivity Noise Range 
-18.421495 2.809014 4.214148 48 8 1560903 1703 845 19105
-18.337994 2.815280 0.725051 5403 28 1560903 56558 4741 18567
-18.284185 2.817146 0.047464 7399 32 1560903 10005 7016 18500
-25.590080 3.003427 -1.118648 40 37 1560903 2579 371 25790
-25.642134 3.018157 -2.070103 66 41 1560903 4332 625 25902
-25.148073 2.040596 -2.262880 179 42 1560903 11415 1626 25332
-24.784899 1.100769 -2.470178 93 43 1560903 5726 677 24932
-1.362151 0.161245 -0.160332 827 45 1560903 148 1489 1381
-1.376392 0.112193 -0.174994 655 46 1560903 115 1669 1392
-1.384719 0.061911 -0.189527 558 47 1560903 100 1498 1399
-1.323036 0.206378 -0.193888 778 48 1560903 133 1344 1353
-1.366136 0.162152 -0.212236 680 49 1560903 118 1391 1392
-1.379883 0.112526 -0.227310 553 50 1560903 95 1662 1403
-1.355167 0.060756 -0.236557 311 51 1560903 45 1244 1377
-1.334436 0.208967 -0.246462 517 52 1560903 86 962 1373
-1.362228 0.162171 -0.263903 567 53 1560903 98 1048 1397
-1.332434 0.109312 -0.270491 421 54 1560903 66 1173 1364
-1.314258 0.058508 -0.279871 358 55 1560903 57 1007 1345
-1.184456 0.186413 -0.265139 186 56 1560903 20 1475 1228
-1.319549 0.157791 -0.307228 308 57 1560903 46 989 1364
-1.300163 0.106801 -0.314855 247 58 1560903 35 1023 1342
-1.328051 0.059145 -0.335296 179 59 1560903 26 929 1371
-1.231878 0.195088 -0.325483 84 60 1560903 9 1002 1289
-1.269656 0.152589 -0.346865 139 61 1560903 19 931 1325
-1.313183 0.108056 -0.371533 143 62 1560903 21 914 1369
-1.323938 0.058893 -0.388433 82 63 1560903 11 793 1381
-59.971596 9.926217 6.838824 33 20 1757710 12061 1010 61171
-57.492821 9.538624 4.405527 20 24 1757710 6574 778 58445
-62.742451 8.074366 4.182864 41 25 1757710 16038 933 63398
-18.313894 3.042068 0.725520 2371 28 1757710 58670 1180 18579
-89.721298 8.283907 1.805578 24 30 1757710 18611 701 90121
-18.271912 3.045254 0.047526 5279 32 1757710 55467 4330 18524
-38.147633 2.160252 -2.399204 35 39 1757710 4966 590 38284
-19.744175 3.307275 -1.412172 51 40 1757710 2029 649 20069
-24.073027 3.133430 -1.946386 50 41 1757710 2922 661 24354
-24.752235 2.314552 -2.229649 241 42 1757710 14972 1461 24960
-23.422359 1.328429 -2.335830 210 43 1757710 11612 1047 23576
-1.395524 0.182588 -0.164512 870 45 1757710 164 1411 1417
-1.386764 0.130187 -0.176503 758 46 1757710 138 1608 1404
-1.360115 0.077546 -0.186276 579 47 1757710 101 1529 1375
-1.343826 0.226546 -0.197328 783 48 1757710 139 1385 1377
-1.340525 0.175820 -0.208577 632 49 1757710 104 1163 1368
-1.390188 0.130558 -0.229254 581 50 1757710 102 1731 1415
-1.318913 0.075358 -0.230372 321 51 1757710 46 1334 1341
-1.331771 0.225327 -0.246462 510 52 1757710 85 898 1373
-1.290035 0.169656 -0.250302 279 53 1757710 32 851 1325
-1.330993 0.125655 -0.270491 473 54 1757710 77 1214 1364
-1.313441 0.074631 -0.279871 341 55 1757710 53 998 1345
-1.124323 0.191116 -0.252184 569 56 1757710 72 1381 1168
-1.317513 0.173972 -0.307228 307 57 1757710 45 1034 1364
-1.310368 0.123846 -0.317670 239 58 1757710 34 1005 1354
-1.338842 0.076098 -0.338230 167 59 1757710 25 966 1383
-1.309506 0.223888 -0.346694 70 60 1757710 6 881 1373
-1.244726 0.165112 -0.340582 145 61 1757710 18 939 1301
-1.323256 0.125251 -0.374790 124 62 1757710 18 960 1381
-1.254134 0.071218 -0.368182 108 63 1757710 15 836 1309
-61.460228 10.941371 9.344191 44 16 1951584 17184 1022 63122
-61.218842 10.906115 6.995790 22 20 1951584 8364 880 62575
-52.895199 9.444217 4.061799 30 24 1951584 8459 676 53885
-18.216238 2.580311 0.539936 6587 29 1951584 4825 6395 18406
-18.156673 2.576399 -0.127709 6211 33 1951584 296 6920 18339
-23.512035 4.222116 -0.814573 56 36 1951584 3133 824 23902
-34.772797 2.397553 -2.188638 43 39 1951584 5160 656 34924
-23.224510 4.183876 -1.664645 81 40 1951584 4505 750 23657
-23.937521 2.535050 -2.158901 182 42 1951584 10585 1472 24168
-22.701452 1.567235 -2.265684 267 43 1951584 13885 1322 22868
-1.369582 0.196317 -0.161725 817 45 1951584 147 1362 1393
-1.385062 0.147195 -0.176503 720 46 1951584 130 1626 1404
-1.370922 0.095053 -0.187902 566 47 1951584 99 1650 1387
-1.329259 0.240902 -0.195608 750 48 1951584 128 1451 1365
-1.350006 0.193944 -0.210406 689 49 1951584 116 1209 1380
-1.353156 0.143852 -0.223422 600 50 1951584 100 1612 1379
-1.365061 0.094814 -0.238618 327 51 1951584 50 1261 1389
-1.398593 0.254325 -0.259387 1036 52 1951584 207 530 1445
-10.432121 1.502409 -2.027538 219 53 1951584 2514 785 10733
-1.364436 0.145726 -0.277630 487 54 1951584 83 1216 1400
-1.324136 0.091553 -0.282368 382 55 1951584 60 1038 1357
-1.133419 0.207004 -0.254775 581 56 1951584 74 1273 1180
-1.280565 0.185108 -0.299119 364 57 1951584 54 1033 1328
-1.308749 0.139917 -0.317670 235 58 1951584 32 1036 1354
-1.244945 0.086100 -0.314752 181 59 1951584 23 952 1287
-1.299913 0.188693 -0.356289 143 61 1951584 18 912 1361
-1.287167 0.137791 -0.365020 147 62 1951584 20 959 1345
-1.299118 0.089778 -0.381683 87 63 1951584 11 921 1357
-18.387234 2.785198 5.509736 42 1 2147671 1555 884 19396
-18.353642 2.789286 4.736143 39 5 2147671 1404 778 19159
-61.006577 11.634730 9.296227 22 16 2147671 8308 1029 62798
-48.074169 9.193576 3.699979 34 24 2147671 7851 739 49085
-18.195057 2.805485 0.540288 6076 29 2147671 31 5997 18418
-18.194845 2.810005 -0.128211 6304 33 2147671 2455 6434 18411
-22.904921 4.403900 -0.795352 180 36 2147671 9722 979 23338
-50.674316 5.980101 -2.712558 63 38 2147671 16177 581 51098
-22.783546 4.393761 -1.636780 236 40 2147671 12730 891 23261
-24.260687 2.870744 -2.191059 187 42 2147671 11196 1487 24528
-22.240150 1.809863 -2.221694 270 43 2147671 13528 1493 22424
-1.378846 0.214945 -0.163119 789 45 2147671 146 1318 1405
-1.383151 0.164181 -0.176503 731 46 2147671 133 1547 1404
-1.369652 0.111869 -0.187902 559 47 2147671 99 1571 1387
-1.314543 0.254935 -0.193888 674 48 2147671 114 1539 1353
-1.359242 0.212326 -0.212236 676 49 2147671 118 1205 1392
-1.374806 0.163239 -0.227310 543 50 2147671 93 1300 1403
-1.363795 0.111558 -0.238618 374 51 2147671 60 1330 1389
-1.383779 0.269214 -0.257232 449 52 2147671 80 793 1433
-10.471109 1.639428 -2.038872 440 53 2147671 5076 727 10793
-1.350866 0.161066 -0.275251 492 54 2147671 84 1176 1388
-1.311214 0.106842 -0.279871 322 55 2147671 50 1026 1345
-1.142293 0.223144 -0.257366 542 56 2147671 72 1144 1192
-1.243547 0.195365 -0.291010 182 57 2147671 21 657 1292
-1.249020 0.149055 -0.303593 240 58 2147671 32 980 1294
-1.278586 0.104206 -0.323557 187 59 2147671 26 955 1323
-1.292224 0.253720 -0.343664 61 60 2147671 5 481 1361
-1.274619 0.201022 -0.350006 147 61 2147671 20 913 1337
-1.273911 0.152206 -0.361763 132 62 2147671 18 924 1333
-1.286441 0.104779 -0.378308 92 63 2147671 13 809 1345
-54.576077 11.111068 6.265969 61 20 2340986 18805 937 56047
-47.887383 9.768477 3.694552 61 24 2340986 14342 956 49013
-62.185226 8.029551 3.534100 40 26 2340986 15393 803 62801
-18.324898 3.056180 0.545216 4997 29 2340986 50392 3563 18586
-18.158993 3.033072 -0.128211 3738 33 2340986 19144 3096 18411
-19.807280 3.316912 -0.871930 73 37 2340986 2899 376 20102
-22.751364 4.677840 -1.638469 227 40 2340986 12264 901 23285
-19.871523 3.334445 -1.615514 86 41 2340986 3486 540 20214
-24.247335 3.171344 -2.193203 203 42 2340986 12172 1276 24552
-21.645603 2.029151 -2.164626 317 43 2340986 15053 1571 21848
-1.387858 0.233829 -0.164512 754 45 2340986 140 1371 1417
-1.416443 0.185787 -0.181028 819 46 2340986 159 1541 1440
-1.368176 0.128668 -0.187902 578 47 2340986 102 1571 1387
-1.334577 0.275855 -0.197328 764 48 2340986 136 1463 1377
-1.379922 0.232938 -0.215895 732 49 2340986 134 1197 1416
-1.372700 0.180098 -0.227310 578 50 2340986 100 1209 1403
-1.362323 0.128286 -0.238618 391 51 2340986 62 1196 1389
-1.322575 0.274193 -0.246462 366 52 2340986 57 1027 1373
-10.101637 1.708836 -1.970866 521 53 2340986 5636 836 10433
-1.348788 0.177631 -0.275251 440 54 2340986 74 1013 1388
-1.321490 0.124022 -0.282368 342 55 2340986 55 1017 1357
-1.150940 0.239532 -0.259957 864 56 2340986 121 811 1204
-1.148842 0.194962 -0.269387 83 57 2340986 3 415 1196
-1.304922 0.171993 -0.317670 225 58 2340986 31 951 1354
-1.277211 0.119889 -0.323557 190 59 2340986 27 996 1323
-1.266282 0.264805 -0.337604 77 60 2340986 6 422 1337
-1.214971 0.206926 -0.334299 127 61 2340986 15 902 1277
-1.306299 0.172360 -0.371533 118 62 2340986 16 932 1369
-1.285058 0.120557 -0.378308 101 63 2340986 14 932 1345
-55.181259 11.934265 8.450658 66 16 2537652 21236 1018 57086
-62.140972 11.069693 8.823653 25 17 2537652 9726 928 63733
-58.766937 10.494046 6.135343 41 21 2537652 14402 1153 60011
-47.705433 10.342717 3.690029 66 24 2537652 15590 800 48953
-53.383572 9.552927 3.585896 34 25 2537652 9756 688 54350
-47.930008 10.401041 1.916718 29 28 2537652 6652 736 49083
-18.162857 2.580955 0.367623 5788 30 2537652 61149 6267 18349
-31.139391 6.775040 0.081762 60 32 2537652 6041 866 31868
-28.039234 2.973578 -1.770513 18 39 2537652 1341 369 28252
-22.750717 4.969454 -1.642691 244 40 2537652 8859 973 23345
-22.842615 4.121818 -1.861030 1960 41 2537652 34992 699 23286
-21.452831 2.276979 -2.147981 297 43 2537652 13924 1585 21680
-1.361428 0.246594 -0.161725 742 45 2537652 133 1339 1393
-1.402273 0.201462 -0.179520 734 46 2537652 138 1441 1428
-1.401962 0.149223 -0.192779 683 47 2537652 129 1494 1423
-1.354291 0.297305 -0.200767 831 48 2537652 154 1377 1401
-1.376960 0.249854 -0.215895 695 49 2537652 125 1346 1416
-1.370386 0.196929 -0.227310 557 50 2537652 95 1206 1403
-1.360647 0.144994 -0.238618 416 51 2537652 68 1241 1389
-1.342168 0.295479 -0.250770 438 52 2537652 72 1008 1397
-9.963967 1.811591 -1.948197 578 53 2537652 6101 966 10313
-1.308197 0.138989 -0.279871 357 55 2537652 56 999 1345
-1.193678 0.263750 -0.270321 916 56 2537652 139 479 1252
-1.203872 0.219532 -0.282902 104 57 2537652 6 440 1256
-1.302713 0.187994 -0.317670 234 58 2537652 33 1000 1354
-1.310355 0.139241 -0.332361 178 59 2537652 26 952 1359
-1.269302 0.232242 -0.350006 100 61 2537652 11 685 1337
-1.235499 0.178470 -0.351993 114 62 2537652 14 895 1297
-1.283482 0.136318 -0.378308 95 63 2537652 13 819 1345
-18.449528 2.783889 5.327304 40 2 2733937 1472 794 19404
-18.336805 2.778337 4.541288 59 6 2733937 2118 795 19094
-55.423962 12.700654 8.511056 26 16 2733937 8274 803 57494
-60.506207 11.546281 8.610998 28 17 2733937 10363 946 62197
-48.533493 11.127913 5.601886 53 20 2733937 13059 1035 50107
-54.999111 10.519251 5.755022 37 21 2733937 11548 1101 56291
-46.851864 10.761281 3.633947 36 24 2733937 8236 756 48209
-53.168243 10.189277 3.579562 26 25 2733937 7235 855 54254
-45.812138 10.531729 1.837054 45 28 2733937 9809 769 47043
-18.189100 2.812814 0.368825 5920 30 2733937 63864 5967 18409
-29.837786 6.876392 0.078560 86 32 2733937 7993 892 30620
-56.529182 10.874294 -0.400886 38 33 2733937 12212 478 57567
-25.776600 3.053941 -1.629885 77 39 2733937 5157 548 26008
-22.719845 4.388211 -1.855276 3962 41 2733937 12907 3023 23214
-20.913385 2.479611 -2.096858 286 43 2733937 12784 1681 21164
-1.301767 0.301895 -0.143519 107 44 2733937 7 1136 1344
-1.358299 0.263282 -0.161725 731 45 2733937 132 1388 1393
-1.387933 0.216817 -0.178011 707 46 2733937 131 1464 1416
-1.364607 0.162206 -0.187902 714 47 2733937 130 1430 1387
-1.350540 0.313902 -0.200767 789 48 2733937 148 1350 1401
-1.373790 0.266733 -0.215895 690 49 2733937 128 1423 1416
-1.367866 0.213731 -0.227310 531 50 2733937 93 1160 1403
-1.347026 0.160283 -0.236557 326 51 2733937 52 832 1377
-1.338441 0.311927 -0.250770 369 52 2733937 63 987 1397
-1.323473 0.257443 -0.259369 196 53 2733937 25 712 1373
-9.919426 1.554893 -2.031461 244 54 2733937 2548 830 10244
-1.318048 0.156415 -0.282368 330 55 2733937 55 993 1357
-1.213170 0.283714 -0.275503 248 56 2733937 36 669 1276
-1.166662 0.227574 -0.274793 124 57 2733937 13 381 1220
-1.288783 0.202158 -0.314855 194 58 2733937 29 925 1342
-1.273884 0.151197 -0.323557 184 59 2733937 28 924 1323
-1.395045 0.327661 -0.373965 70 60 2733937 12 379 1481
-1.244626 0.195410 -0.355250 109 62 2733937 16 856 1309
-1.190230 0.141205 -0.351306 89 63 2733937 12 880 1249
-46.255451 11.198811 7.123683 56 16 2926484 12622 1094 48122
-55.794899 11.358573 7.959743 28 17 2926484 9082 982 57493
-46.388287 11.236970 5.369792 43 20 2926484 9778 647 48031
-54.608566 11.140886 5.728031 29 21 2926484 8859 896 56027
-59.751488 9.933452 5.644645 35 22 2926484 12668 895 60834
-48.134949 11.679646 3.744302 17 24 2926484 4001 436 49673
-47.736649 9.757149 3.221698 58 25 2926484 13605 915 48830
-64.150604 8.321321 3.051743 20 27 2926484 7852 608 64760
-45.213364 10.979933 1.818310 30 28 2926484 6195 510 46563
-18.212379 3.045706 0.370027 3550 30 2926484 18361 2824 18469
-18.130043 2.360112 0.189871 1927 31 2926484 60126 1203 18284
-28.643505 6.972405 0.075635 186 32 2926484 16063 941 29480
-32.564178 6.679654 -0.231498 72 33 2926484 7866 786 33243
-16.947355 3.483686 -0.751173 112 37 2926484 3326 358 17318
-19.795874 3.327923 -1.067123 73 38 2926484 2914 678 20102
-22.831219 5.577420 -1.657890 320 40 2926484 17632 1312 23561
-22.758013 4.685987 -1.862949 149 41 2926484 8017 974 23310
-19.765137 3.329141 -1.797655 81 42 2926484 3252 426 20124
-20.703785 2.712794 -2.079024 291 43 2926484 12759 1525 20984
-1.228431 0.300819 -0.135830 144 44 2926484 11 1255 1272
-1.366638 0.282343 -0.163119 751 45 2926484 137 1306 1405
-1.408645 0.237796 -0.181028 688 46 2926484 130 1494 1440
-1.386090 0.182036 -0.191153 714 47 2926484 133 1374 1411
-1.335053 0.327621 -0.199047 799 48 2926484 145 1264 1389
-1.370413 0.283571 -0.215895 676 49 2926484 123 1403 1416
-1.365141 0.230501 -0.227310 671 50 2926484 119 1247 1403
-1.391841 0.182964 -0.244803 536 51 2926484 97 783 1425
-1.357439 0.333969 -0.255078 438 52 2926484 78 972 1421
-1.320214 0.273664 -0.259369 357 53 2926484 55 854 1373
-9.853211 1.668647 -2.021943 420 54 2926484 4339 761 10196
-1.316030 0.172578 -0.282368 314 55 2926484 47 998 1357
-1.175470 0.290157 -0.267730 149 56 2926484 16 855 1240
-1.221016 0.253769 -0.288307 60 57 2926484 2 373 1280
-1.274704 0.216009 -0.312040 65 58 2926484 4 495 1330
-1.306543 0.171357 -0.332361 202 59 2926484 31 1007 1359
-1.413459 0.350342 -0.380025 61 60 2926484 9 424 1505
-1.263220 0.263322 -0.350006 42 61 2926484 3 434 1337
-1.230747 0.208737 -0.351993 104 62 2926484 14 924 1297
-1.188407 0.155800 -0.351306 81 63 2926484 10 834 1249
-46.298534 11.812536 7.152106 53 16 3123381 12113 1049 48314
-54.942757 11.889083 7.858399 45 17 3123381 14326 983 56761
-61.034363 10.886165 8.065287 27 18 3123381 10042 842 62520
-46.628189 11.902711 5.414065 24 20 3123381 5282 631 48427
-53.207806 11.536989 5.595532 50 21 3123381 14635 938 54731
-54.450016 9.740211 5.154726 30 22 3123381 9062 995 55554
-45.611443 11.661825 3.558870 41 24 3123381 8854 493 47213
-47.706928 10.362549 3.228032 29 25 3123381 6749 784 48926
