
X Y Z V_r Mag
6.7418415329159993 5.80494975538150104 0.711166322231292725 -1.21800005435943604 45
7.58366961694532726 -4.84605680602106048 -0.06074552983045578 -0.243600010871887207 51
7.56583958661883837 -4.87417270765729338 0.0227028727531433105 -0.324800014495849609 67
7.55145169086770096 -4.89441615683538078 0.142347082495689392 -0.406000018119812012 73
7.56296331478055706 -4.87417270765729338 0.209830179810523987 -0.487200021743774414 70.5
7.55542518471877589 -4.87417270765729338 0.397478789091110229 -0.568400025367736816 59
6.83323447267695627 5.85373072066363953 0.201855391263961792 -1.13680005073547363 46.5
6.85657477784046776 5.81999163870016023 0.339235842227935791 -1.21800005435943604 50
6.86486943762871693 5.81999163870016023 -0.035587850958108902 -1.29920005798339844 45
7.61560007235928271 -4.9352033730471403 -0.0451652966439723969 -0.243600010871887207 54.5
7.61560007235928271 -4.9352033730471403 -0.0451652966439723969 -0.324800014495849609 67
7.6286025523286769 -4.91479122674317814 0.0699128955602645874 -0.406000018119812012 71
7.63541378826077821 -4.8989151129512063 0.23817482590675354 -0.487200021743774414 67.5
7.64567843260511104 -4.87283292600725293 0.393373697996139526 -0.568400025367736816 55.5
7.70447333745522389 -4.92682472755873935 -0.300002992153167725 -0.243600010871887207 52.5
7.68569829738910393 -4.95540922934313688 -0.310601532459259033 -0.324800014495849609 59.5
7.70758041484624368 -4.92682472755873935 -0.205219373106956482 -0.406000018119812012 59
7.71827194041933495 -4.9131041667022286 0.11041288822889328 -0.487200021743774414 56.5
7.69863224437530302 -4.93940190834387405 -0.236400693655014038 -0.568400025367736816 51
5.80928300773636064 7.24584287895153345 0.489890933036804199 -2.67960023880004883 45
5.7631824677709842 7.28884146540240874 0.385388851165771484 -2.84200000762939453 46.5
7.44309414431291838 5.6981560649431513 -0.14827902615070343 -0.730800032615661621 49.5
5.84945976441122895 7.31013442542049052 0.486182123422622681 -2.67960023880004883 47.5
5.86006983623229871 7.30427694591294152 0.444687098264694214 -2.76080012321472168 49.5
5.80965962658584356 7.34762229426880076 0.388496816158294678 -2.84200000762939453 46
7.51552820311692305 5.72248615382677439 -0.269269466400146484 -0.649600028991699219 49.5
7.51841198269397104 5.72248615382677439 -0.170723184943199158 -0.730800032615661621 56
7.53148131506766916 5.67879403915661563 0.574980020523071289 -0.812000036239624023 50
7.58046431486319428 5.73814659375032754 -0.579543054103851318 -0.649600028991699219 49
7.59035657049945911 5.73814659375032754 -0.431043952703475952 -0.730800032615661621 53
7.53437954538756482 5.82741458680804936 -0.00194774498231709003 -0.893200039863586426 46
6.21872469185388788 7.19381000054490372 0.549723982810974121 -2.27360010147094727 45.5
6.28632341190161004 7.12239560609872591 0.692283332347869873 -2.35480022430419922 46
7.63472773502851787 5.81331902904569553 0.276160061359405518 -0.812000036239624023 49
7.61528883760316422 5.83491204236035088 0.348116636276245117 -0.893200039863586426 47
7.75196407511480423 5.77047964967912907 -0.462870597839355469 -0.812000036239624023 47.5
7.8129998715901241 5.71774347641639302 -1.15192997455596924 -0.730800032615661621 45
7.9665879691831254 5.8589043852002396 -0.465544641017913818 -0.649600028991699219 49
7.93026875508058904 5.92199647211857094 0.225414186716079712 -0.730800032615661621 52
7.82233924975649053 6.03952094775075388 0.587537944316864014 -0.812000036239624023 48.5
6.68086158045376788 7.2840432897084062 0.564628362655639648 -1.94880008697509766 46.5
6.70255616732705128 7.26177549432546687 0.593601465225219727 -2.03000020980834961 55
6.69776073065967292 7.26177549432546687 0.645470738410949707 -2.11120009422302246 53.5
7.93810895861204724 6.04040179459433446 -0.0244818627834320068 -0.649600028991699219 49
7.94007687175951915 6.00924000242246947 0.587236106395721436 -0.730800032615661621 50
7.95371451268690421 5.99428234217997424 0.554647266864776611 -0.812000036239624023 45.5
6.7995950255503157 7.2856270097820639 0.43102690577507019 -1.94880008697509766 50.5
6.7577049398659792 7.31678880195392978 0.54649883508682251 -2.03000020980834961 57
6.7577049398659792 7.31678880195392978 0.54649883508682251 -2.11120009422302246 55
6.85655661935246474 7.34040601882607913 0.329511821269989014 -1.94880008697509766 47
6.82665099769320172 7.37180210958239268 0.236364468932151794 -2.03000020980834961 51.5
6.82221772076681354 7.37180210958239268 0.341152787208557129 -2.11120009422302246 50
8.21353984737912235 5.88451763295531372 -0.652562975883483887 -0.568400025367736816 48
8.23473449046362838 5.83011336328920304 -0.84531247615814209 -0.649600028991699219 49.5
8.26422568054537265 5.87329982751341984 -1.11666345596313477 -0.649600028991699219 45.5
9.72878308164726491 -3.72442921018865203 0.400051593780517578 0.812000036239624023 50.5
9.73013198135446622 -3.71009947205920998 0.490232914686203003 0.730800032615661621 52.5
9.72726349207262508 -3.71009947205920998 0.544182777404785156 0.649600028991699219 49.5
9.78367789999223803 -3.75122359630616087 0.676732301712036133 0.812000036239624023 58
9.80013275155826591 -3.73679076679956168 0.493759751319885254 0.730800032615661621 62.5
9.79062689053028379 -3.75122359630616087 0.567399144172668457 0.649600028991699219 59
9.75289604387956821 -3.76696850122245097 0.970034301280975342 0.568400025367736816 49.5
9.84794403134490182 -3.76348240093813979 0.82754826545715332 0.812000036239624023 60
9.87248210996159159 -3.74498213632678656 0.582969725131988525 0.730800032615661621 64.5
9.85235022873419375 -3.74498213632678656 0.858452498912811279 0.649600028991699219 61.5
9.55117188571512266 -3.74498213632678656 2.56531906127929688 0.568400025367736816 50
9.97138236975754566 -3.72363272489761865 0.358618259429931641 0.730800032615661621 60.5
9.87940083748564746 -3.74758747437873252 1.33249413967132568 0.649600028991699219 58
6.21279512942358281 -10.1732049676554066 0.335728704929351807 -4.46600008010864258 45.5
6.27014612417273476 -10.2281901365729571 0.263414144515991211 -4.38479995727539062 53
6.7026804139650995 -10.0431506504979779 -0.121836580336093903 -4.14120006561279297 46.5
6.31470808503671233 -10.292116975217354 -0.0493937544524669647 -4.38479995727539062 49.5
6.67662328984862619 -10.1328589632989576 0.608582496643066406 -3.97880029678344727 46.5
6.70037601872003652 -10.1328589632989576 0.229438796639442444 -4.06000041961669922 51.5
6.7026271357120395 -10.1328589632989576 -0.149927124381065369 -4.14120006561279297 50.5
6.59753227738730796 -10.2026988662524722 0.00414187274873256683 -4.22240018844604492 49.5
6.86694153891026815 -10.1022218405058268 0.490777671337127686 -3.81640005111694336 50.5
6.77608822727287752 -10.1679099607450141 0.385830014944076538 -3.97880029678344727 54.5
6.73927023403456893 -10.1954073134032797 0.294184863567352295 -4.06000041961669922 55
6.68755900574833007 -10.2335980809842031 0.0258379727602005005 -4.14120006561279297 49
11.5379177911807265 -3.91073460028654374 -1.01648318767547607 0.812000036239624023 45
11.4788934528837796 -4.04058321006168342 -1.16590702533721924 0.730800032615661621 45
7.01400145651435381 -10.0904223750265807 0.526465654373168945 -3.73520016670227051 51.5
6.82098891084433046 -10.2302896158685321 0.324490815401077271 -3.97880029678344727 55.5
6.78061534375783292 -10.2579556635075999 0.295989662408828735 -4.06000041961669922 55
6.74327244131731707 -10.2794737005602084 0.388197064399719238 -4.14120006561279297 50
7.12245032014867707 -10.0947341014194691 0.712523519992828369 -3.73520016670227051 54
6.94077911628909749 -10.2261759516983695 0.625750303268432617 -3.81640005111694336 46
6.84550832224861505 -10.2926700641924 0.583616971969604492 -3.89760017395019531 50
6.827655206509462 -10.3205048089573435 0.104616038501262665 -3.97880029678344727 52
6.7411691433226375 -10.3777206731963947 -0.0143425781279802322 -4.06000041961669922 50
6.76372776753772698 -10.3591641766864324 0.283454954624176025 -4.14120006561279297 46.5
7.22339087543427461 -10.0890170417313314 1.01827383041381836 -3.49160003662109375 45.5
7.22364312119169405 -10.056346362027961 1.30053603649139404 -3.5728001594543457 50
7.29764257850016129 -10.0236756823245887 1.12820672988891602 -3.73520016670227051 48
7.26102870364663566 -10.1591848061127372 0.971632778644561768 -3.49160003662109375 51.5
7.26102870364663566 -10.1591848061127372 0.971632778644561768 -3.5728001594543457 55
7.24228487851185943 -10.1591848061127372 1.102683424949646 -3.65400028228759766 51
11.5680564152778675 -4.76735124317045145 -0.572777986526489258 0.568400025367736816 45
11.5406369721763902 -4.83621646139090444 -0.548038303852081299 0.487200021743774414 45.5
7.50982977878510738 -10.1050802812101939 0.499824345111846924 -3.32920026779174805 49
7.36051317088791901 -10.2105711473431136 0.571916818618774414 -3.49160003662109375 54
7.35570383773693859 -10.2200180905788969 0.45261150598526001 -3.5728001594543457 56.5
7.26388206123721769 -10.2782742405328982 0.594228148460388184 -3.65400028228759766 51
7.69385689073456724 -10.0496074525744703 0.682342767715454102 -3.24800014495849609 49
7.56041895321267265 -10.1367198891216077 0.861748874187469482 -3.32920026779174805 54
7.53230462605292672 -10.1652294138097634 0.76688992977142334 -3.4104001522064209 51.5
7.40901015152531173 -10.2808513750450565 0.257496148347854614 -3.49160003662109375 52.5
7.33126498308200958 -10.3394542869040418 -0.0622178390622138977 -3.5728001594543457 52
7.74495052310807797 -10.1090731894457058 0.620403945446014404 -3.24800014495849609 52.5
7.71206500046492938 -10.1281920039883921 0.711550295352935791 -3.32920026779174805 55
7.64005252547438385 -10.1967010894330201 0.468424081802368164 -3.4104001522064209 54.5
7.48809980161790723 -10.3193801494152613 -0.0356395617127418518 -3.49160003662109375 56.5
7.44634428289956318 -10.3416854330483954 -0.405004382133483887 -3.5728001594543457 55.5
7.37026979112519243 -10.4006351112216819 -0.261627048254013062 -3.65400028228759766 47
7.73188938112165669 -10.2278346102569557 0.299880772829055786 -3.16680002212524414 45.5
7.85258654137835066 -10.1204599755206317 0.627545714378356934 -3.24800014495849609 53
7.71688042425959608 -10.2278346102569557 0.567280948162078857 -3.32920026779174805 54.5
7.66007732518081585 -10.285528443846621 0.10842026025056839 -3.4104001522064209 55
7.59759172943202366 -10.325593606061668 -0.37330290675163269 -3.49160003662109375 57.5
7.56068203101531378 -10.3448248839248897 -0.548936367034912109 -3.5728001594543457 56.5
5.99088113417421297 -11.2823496797569671 1.13954651355743408 -4.87200021743774414 48.5
6.14603587758053305 -11.2134376007470884 0.982701778411865234 -4.95320034027099609 47.5
5.8695340058073775 -11.3993399534249011 0.290265262126922607 5.19680023193359375 47.5
5.83071769954730446 -11.4185712312881229 0.315615862607955933 5.1156001091003418 51.5
5.83071769954730446 -11.4185712312881229 0.315615862607955933 5.03439998626708984 49.5
7.83195486714535516 -10.2473468920954254 0.249757900834083557 -3.24800014495849609 48.5
7.77418380855722191 -10.2876463528949209 0.369331568479537964 -3.32920026779174805 48.5
7.67005653362702322 -10.3166619646705549 -1.07085490226745605 -3.49160003662109375 48.5
7.63606820890307159 -10.3456775764461923 -1.03316330909729004 -3.5728001594543457 47.5
6.19226725433674119 -11.2790130885624809 0.921791553497314453 -4.70960044860839844 48
6.19159938428696321 -11.2886849591543594 0.799815654754638672 -4.79080009460449219 59.5
6.19995767305002765 -11.2886849591543594 0.73221510648727417 -4.87200021743774414 65.5
6.2848514242696103 -11.2451615414909067 0.676012516021728516 -4.95320034027099609 63
6.29175939466306477 -11.2451615414909067 0.608376443386077881 -5.03439998626708984 52.5
6.0120788312899176 -11.407971363120863 0.35086977481842041 -5.1156001091003418 48
5.90017652704657092 -11.4660025866721345 0.35878339409828186 5.19680023193359375 55
5.90017652704657092 -11.4660025866721345 0.35878339409828186 5.1156001091003418 60.5
5.90017652704657092 -11.4660025866721345 0.35878339409828186 5.03439998626708984 57
5.81925722555034852 -11.5030780906076693 0.474813967943191528 4.95320034027099609 48
8.07364527175227842 -10.1237117437335211 0.823005497455596924 -3.16680002212524414 49
6.25658111608488277 -11.3543166786300205 0.534145236015319824 -4.70960044860839844 56.5
6.3446527595033384 -11.3105402184953618 0.409500569105148315 -4.79080009460449219 66.5
6.27524497216243748 -11.3445885763778751 0.521770775318145752 -4.87200021743774414 69.5
6.35610906540889875 -11.2959480651171429 0.593357264995574951 -4.95320034027099609 64.5
6.40346105468675297 -11.2764918606128504 0.432486981153488159 -5.03439998626708984 50.5
5.93447979018848137 -11.5326652199193678 0.360869348049163818 5.19680023193359375 54.5
5.92994650637562071 -11.5326652199193678 0.428951531648635864 5.1156001091003418 58
6.03149700087045293 -11.4840247086586373 0.298082709312438965 5.03439998626708984 53
12.3262565907912283 -3.99500732488138954 -0.673759222030639648 0.893200039863586426 45
8.15393148420215752 -10.1088476538422274 1.27558135986328125 -3.00440025329589844 46
8.17137406411720058 -10.1577693234042972 0.59234243631362915 -3.08560013771057129 47.5
8.17637349163641147 -10.1675536573167093 0.265114396810531616 -3.16680002212524414 47.5
6.3143022496093959 -11.4199483981056815 0.129895120859146118 -4.62840032577514648 47.5
6.33059334807050345 -11.4101640641932676 0.185053959488868713 -4.70960044860839844 60
6.31533906117690602 -11.4199483981056815 0.0613894984126091003 -4.79080009460449219 68
6.29930440110296619 -11.4281020096993586 0.140571177005767822 -4.87200021743774414 66.5
8.17829809658026541 -10.2161479010198875 1.00568902492523193 -3.08560013771057129 45.5
6.24052644311072324 -11.5462644442414533 0.0724801719188690186 -4.62840032577514648 47
6.35032169511961264 -11.4855809521339332 -0.143168479204177856 -4.70960044860839844 58.5
6.33829674557372869 -11.4855809521339332 -0.416021764278411865 -4.79080009460449219 66.5
6.37027102909731369 -11.4412984038392587 -0.884308516979217529 -4.87200021743774414 66
6.40827664402243524 -11.2658083050418369 -2.06910872459411621 -4.95320034027099609 57
6.35948278798814748 -11.4757403858462279 -0.360567748546600342 -5.03439998626708984 50.5
8.13270499815197923 -10.3454527882815039 1.03476262092590332 -3.00440025329589844 45.5
8.12365238476475504 -10.2844225342690017 1.57383430004119873 -3.08560013771057129 46
6.59442730035032998 -11.4308016299092507 -0.300551831722259521 -4.62840032577514648 45.5
6.38081084027653223 -11.5413158736616221 -0.568582534790039062 -4.70960044860839844 51
6.40973502958166375 -11.4918318839217548 -1.04552793502807617 -4.79080009460449219 58.5
6.42781595842938369 -11.4011112360653311 -1.71402347087860107 -4.87200021743774414 58.5
5.70884439796311227 -11.8530650090227816 1.07423317432403564 -5.03439998626708984 47.5
8.32770153779632238 -10.33290357162217 0.325785189867019653 -3.00440025329589844 48.5
8.34122419583672858 -10.2831384235809651 0.952197849750518799 -3.08560013771057129 47
6.14584203517467031 -11.7628221586727904 -0.300449579954147339 -4.95320034027099609 46.5
8.66270390073596808 -10.1577319773247776 0.0236641783267259598 -2.76080012321472168 46
8.51416865056808625 -10.2795113227582977 0.251189261674880981 -2.84200000762939453 52.5
8.49680706141570319 -10.2795113227582977 0.598686039447784424 -2.92320013046264648 52.5
8.51181271997346656 -10.2795113227582977 0.321257084608078003 -3.00440025329589844 46.5
8.57870542102395106 -10.3070647590667885 0.633135974407196045 -2.76080012321472168 48
8.58361153966084167 -10.3070647590667885 0.562729835510253906 -2.84200000762939453 53
8.58788630172129963 -10.3070647590667885 0.493222981691360474 -2.92320013046264648 52.5
8.49746371646221732 -10.4574291933197028 0.827830135822296143 -2.84200000762939453 45
8.99674013949656093 -10.261479794268908 0.288468688726425171 -2.76080012321472168 47
9.28529523031929216 -10.2086965858699745 0.0762077197432518005 -2.51719999313354492 45.5
8.91928386039674059 -10.7101347642347839 0.584736049175262451 -2.92320013046264648 50
8.87868626234819303 -10.7415121121768777 0.625593304634094238 -3.00440025329589844 47.5
9.19367971392257921 -10.8425233129551888 0.989183723926544189 -2.67960023880004883 50
9.22910014733768236 -10.8264972479499999 0.820481657981872559 -2.76080012321472168 52
9.25457785814981193 -10.8264972479499999 0.44974052906036377 -2.84200000762939453 47
9.34520506958498309 -10.8351474262010576 0.687287330627441406 -2.67960023880004883 51
9.34582071577676032 -10.8458877011981176 0.47748565673828125 -2.76080012321472168 52
9.29207149108563613 -10.8995890761834193 0.249028757214546204 -2.84200000762939453 48.5
10.1368684576306105 -10.2116958800560216 -0.57024616003036499 -2.03000020980834961 49
10.1261675571071432 -10.2332888933706769 -0.317078202962875366 -2.11120009422302246 51
10.1297559852422854 -10.2332888933706769 -0.166892945766448975 -2.19239997863769531 45
9.5425159454881161 -10.7587188840273047 0.741872787475585938 -2.59840011596679688 49
5.37652678448789079 -13.1285520953107895 -2.46862220764160156 -3.16680002212524414 47.5
5.30147591421944764 -13.1861334641498722 -2.31953787803649902 -3.24800014495849609 46
10.2123175532924719 -10.2449849718101955 -0.523907721042633057 -2.03000020980834961 51
10.1730611529917194 -10.2865871353609801 -0.469662457704544067 -2.11120009422302246 52
10.3099761772097551 -10.1545454858302335 -0.33944818377494812 -2.19239997863769531 45.5
9.71028906432650096 -10.7080351400276061 0.757563233375549316 -2.51719999313354492 50
9.67612950078188305 -10.749637303578389 0.58603590726852417 -2.59840011596679688 50.5
5.33380990443989145 -13.3000308082133429 -2.04579734802246094 -3.24800014495849609 45.5
9.84865866438619975 -10.6798816083280155 0.804081320762634277 -2.43600010871887207 47.5
6.15354037229189998 13.1725812482697435 -0.565282940864562988 -4.95320034027099609 45.5
6.22529682443037924 13.1489451466510392 -0.231119349598884583 -5.03439998626708984 45.5
10.3828467873022063 -10.2926699421615773 0.384832382202148438 -2.03000020980834961 48
10.5392846112209444 -10.2444229154763846 0.255547821521759033 -1.94880008697509766 48
10.5312212228634934 -10.2444229154763846 0.484977960586547852 -2.03000020980834961 46.5
10.7121520712552254 -10.1619119779985496 -0.534765958786010742 -1.86760008335113525 47.5
10.65635189839014 -10.2302242496529736 -0.292101383209228516 -1.94880008697509766 49.5
6.89430657094913624 13.0661066621176847 0.214550212025642395 -4.54720020294189453 46
6.68554444681526494 13.1750370412423052 0.150087416172027588 -4.62840032577514648 49
10.8433497549596272 -10.1448361207912825 -0.162997424602508545 -1.78640007972717285 51
10.8433497549596272 -10.1448361207912825 -0.162997424602508545 -1.86760008335113525 50.5
10.7665283373160658 -10.2134951543506887 -0.537480473518371582 -1.94880008697509766 47
7.05957392390617855 13.0637728718439039 0.150849282741546631 -4.46600008010864258 45
6.74885878290040164 13.2215030840749748 0.408969283103942871 -4.54720020294189453 46.5
6.88243038009349384 13.1584109991825464 0.104279078543186188 -4.62840032577514648 52
6.43845654796889111 13.3810889458617037 0.123514138162136078 -4.79080009460449219 45.5
10.9231292525491952 -10.169962234251912 0.11294536292552948 -1.70520007610321045 48.5
10.9046970633931917 -10.1848824062442134 -0.333725601434707642 -1.86760008335113525 48
10.3839565680736232 -10.673518038992059 1.00253927707672119 -2.19239997863769531 49
10.2695794052322142 -10.7966094579285379 0.851220011711120605 -2.27360010147094727 49
6.91679653968467623 13.2248674496754663 -0.128208130598068237 -4.62840032577514648 48
10.9517854837196431 -10.2473096011919527 0.225997313857078552 -1.62400007247924805 48.5
11.0164334965618362 -10.1798314329748489 -0.0961285904049873352 -1.70520007610321045 54.5
11.0370528802777734 -10.1573387102358144 0.10942356288433075 -1.78640007972717285 50.5
10.5547442522028287 -10.6165651328244408 0.941245436668395996 -2.11120009422302246 52.5
10.4500379998114887 -10.7271543529580295 0.851412951946258545 -2.19239997863769531 54.5
10.3836012927382413 -10.7965069147367192 0.785039663314819336 -2.27360010147094727 52
10.253504295608769 -10.9333376447325143 0.572547674179077148 -2.35480022430419922 47
11.0926812761528595 -10.2081252714008297 -0.0472763702273368835 -1.62400007247924805 48.5
11.0690267348878049 -10.2307304574603997 -0.25384598970413208 -1.70520007610321045 53.5
11.0840598731826976 -10.2081252714008297 -0.439822107553482056 -1.78640007972717285 52.5
11.0002402556734555 -10.2872434226093254 -0.650374054908752441 -1.86760008335113525 50.5
10.5766655284990705 -10.6903692406716573 1.05157935619354248 -2.11120009422302246 52.5
10.5782274519957422 -10.7129744267312272 0.767410695552825928 -2.19239997863769531 52
10.4545269035462418 -10.8504893085936107 0.474750727415084839 -2.27360010147094727 48.5
10.8117507711142657 -10.6806877251162682 0.910814464092254639 -1.94880008697509766 45
10.7803722745594275 -10.6806877251162682 1.22764992713928223 -2.03000020980834961 45.5
10.9809775547790736 -10.5937344777778293 1.13177931308746338 -1.94880008697509766 47.5
10.8957323167934987 -10.6855047818625302 1.0922471284866333 -2.03000020980834961 46.5
8.07017815584959664 13.2598814388910107 0.270948261022567749 -3.97880029678344727 49.5
8.00130431120679297 13.3025613791478641 0.215916365385055542 -4.06000041961669922 51.5
7.8982338099620204 13.4389514563182235 0.610328733921051025 -3.89760017395019531 48.5
7.99234002008894251 13.3902172256237115 0.429624289274215698 -3.97880029678344727 58.5
7.98752088553159734 13.3902172256237115 0.511481046676635742 -4.06000041961669922 57
8.10179561861590258 13.3083437180569337 0.780327439308166504 -4.14120006561279297 45.5
8.17313686773384518 13.3723259754980788 0.293868929147720337 -3.81640005111694336 51
8.06323297828343044 13.4310882106328293 0.543844997882843018 -3.97880029678344727 58
8.05054799685017208 13.4310882106328293 0.707222640514373779 -4.06000041961669922 55.5
8.46290434485844223 13.2788599878212068 0.337143361568450928 -3.5728001594543457 45.5
8.34448644408063345 13.3516801774683671 0.405846118927001953 -3.65400028228759766 46.5
8.20469225295011206 13.436309046517767 0.459516167640686035 -3.81640005111694336 51.5
8.06360398043509896 13.4953524435289776 0.95722806453704834 -3.97880029678344727 49.5
8.08981142322748958 13.436309046517767 1.44328999519348145 -4.06000041961669922 45.5
12.0091423064428771 -10.2928103467271335 -0.518857657909393311 -1.38040006160736084 48
12.0631762164027965 -10.2334857914145854 -0.431505650281906128 -1.46160006523132324 47
8.50817460392316427 13.3420924897921171 0.173699766397476196 -3.5728001594543457 48
8.3454686180230695 13.4152594413442596 0.902549922466278076 -3.65400028228759766 47
12.1089290837538393 -10.2819855983953854 -0.681635856628417969 -1.38040006160736084 51.5
12.138793559988887 -10.2362878846247387 -0.82348167896270752 -1.46160006523132324 51.5
12.0577560859622999 -10.3415913120092728 -0.68704986572265625 -1.54280006885528564 47.5
11.8043809795080143 -10.6455804514400931 0.371782004833221436 -1.62400007247924805 47.5
8.65943882360215866 13.3337981354263633 0.184278130531311035 -3.49160003662109375 46
8.65432042399836199 13.3337981354263633 0.350107699632644653 -3.5728001594543457 48
8.54350322400268958 13.4053249917630275 0.340354233980178833 -3.65400028228759766 53.5
8.64602150652892476 13.3337981354263633 0.515899121761322021 -3.73520016670227051 53.5
8.55306894663425687 13.3934038490402507 0.521317183971405029 -3.81640005111694336 46
12.1611093612486663 -10.3304854053761854 -0.767538785934448242 -1.38040006160736084 49
12.1630891342401419 -10.3484514669507544 -0.411643415689468384 -1.46160006523132324 53.5
12.1143575505139616 -10.4123307969936576 -0.162276759743690491 -1.54280006885528564 51.5
11.9433343831456842 -10.6039687871223762 0.336514413356781006 -1.62400007247924805 48
8.85942753212178857 13.2869006489244228 0.411643922328948975 -3.49160003662109375 48.5
8.72658420553650593 13.3727384986695785 0.466080665588378906 -3.5728001594543457 52
8.59811093609991772 13.4565801193508925 0.439951807260513306 -3.65400028228759766 55.5
8.65524275176495905 13.4146593090102364 0.578199207782745361 -3.73520016670227051 55.5
8.60194643078449062 13.4565801193508925 0.357204288244247437 -3.81640005111694336 45.5
8.34852436327242131 13.6162784444581568 0.315825849771499634 -3.89760017395019531 45.5
